respondent_id,age,income,education,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20
1077,52.0,,High School,2,1,4,5,5.0,4,3,3,3,4.0,4,5,2,3,,4.0,2.0,3.0,2,3
1078,18.0,,Master,5,3,4,5,,4,2,4,1,1.0,5,2,5,4,4.0,3.0,3.0,4.0,4,3
1079,68.0,143475.0,PhD,4,4,3,3,4.0,3,3,3,5,3.0,3,3,4,4,,,,,3,3
1080,43.0,,Bachelor,4,5,4,4,2.0,3,4,4,4,5.0,4,3,2,3,2.0,3.0,2.0,1.0,3,5
1081,50.0,,PhD,3,2,4,3,1.0,4,3,2,1,2.0,4,4,3,3,,,3.0,4.0,3,3
1082,57.0,,High School,3,4,3,3,2.0,5,4,3,3,4.0,2,4,4,4,,3.0,,3.0,3,1
1083,39.0,,High School,2,4,3,4,5.0,2,4,3,3,1.0,1,3,3,5,4.0,4.0,3.0,4.0,1,4
1084,52.0,,PhD,2,4,1,1,1.0,1,2,5,3,3.0,2,3,4,1,5.0,,4.0,3.0,3,3
1085,47.0,20000.0,Bachelor,3,4,3,4,4.0,3,3,3,3,3.0,4,3,3,3,,,,3.0,5,4
1086,41.0,,Master,2,4,4,4,4.0,3,3,2,5,1.0,2,2,1,3,1.0,3.0,,5.0,3,3
1087,46.0,97916.0,High School,4,5,3,3,4.0,3,3,5,4,4.0,3,2,5,3,2.0,1.0,2.0,,2,4
1088,37.0,86260.0,Bachelor,5,2,4,3,4.0,3,4,5,3,4.0,3,4,4,3,5.0,,3.0,3.0,2,3
1089,33.0,,High School,3,3,3,4,5.0,5,3,3,3,3.0,4,3,2,2,3.0,3.0,4.0,,3,5
1090,47.0,,Bachelor,4,5,4,3,4.0,3,1,4,4,4.0,4,1,1,2,3.0,3.0,2.0,3.0,5,4
1091,47.0,,Master,5,3,3,4,3.0,2,3,2,4,3.0,3,3,3,1,,3.0,,3.0,4,4
1092,49.0,271046.0,Bachelor,4,3,4,2,4.0,3,3,3,2,2.0,2,5,3,4,4.0,3.0,3.0,,3,3
1093,66.0,87618.0,Bachelor,2,3,2,3,3.0,2,4,3,3,3.0,4,3,5,4,,3.0,,,3,5
1094,50.0,148878.0,Bachelor,4,3,3,3,4.0,4,4,4,5,2.0,3,3,4,4,,,2.0,,4,3
1095,40.0,,Bachelor,3,3,3,2,3.0,3,3,2,5,4.0,3,5,3,3,,5.0,,3.0,5,3
1096,48.0,,Master,5,4,1,3,5.0,4,3,3,1,3.0,3,3,4,3,4.0,3.0,2.0,,4,1
1097,79.0,166594.0,Bachelor,2,3,5,4,4.0,4,3,3,3,2.0,4,4,4,4,,,1.0,,5,4
1098,28.0,,Bachelor,3,3,2,2,3.0,3,4,4,5,4.0,2,3,3,4,3.0,2.0,4.0,1.0,3,1
1099,71.0,108143.0,Master,3,2,3,4,4.0,2,1,2,1,5.0,4,4,2,3,,2.0,3.0,3.0,3,2
1100,51.0,,High School,3,4,3,2,1.0,1,5,3,5,4.0,4,2,3,3,,,3.0,4.0,3,3
1101,46.0,,Bachelor,3,2,2,2,4.0,3,2,1,4,2.0,2,2,2,5,2.0,3.0,,,4,3
1102,41.0,,Bachelor,3,2,3,4,1.0,3,4,2,4,4.0,4,1,4,3,5.0,3.0,4.0,3.0,3,4
1103,39.0,,Bachelor,2,5,3,5,3.0,3,3,3,4,2.0,2,2,2,4,4.0,4.0,,,3,4
1104,20.0,,Bachelor,2,4,3,3,3.0,5,3,3,5,3.0,5,3,3,5,4.0,2.0,1.0,3.0,4,4
1105,48.0,208253.0,Bachelor,2,2,3,4,4.0,2,3,3,3,3.0,3,3,3,4,2.0,4.0,3.0,,3,3
1106,58.0,71752.0,Master,3,4,4,4,5.0,4,3,4,4,4.0,4,4,4,3,,1.0,3.0,3.0,4,2
1107,43.0,53858.0,Bachelor,3,3,3,2,3.0,3,3,3,3,2.0,3,4,3,3,,,3.0,3.0,3,2
1108,38.0,,High School,4,4,4,5,,3,2,4,4,4.0,3,3,4,4,5.0,4.0,3.0,1.0,2,3
1109,34.0,,High School,4,3,2,3,4.0,4,4,4,4,2.0,4,5,3,3,4.0,4.0,3.0,3.0,3,4
1110,46.0,,PhD,4,1,4,3,4.0,2,4,3,3,3.0,2,3,3,4,,3.0,4.0,3.0,2,2
1111,54.0,53400.0,Bachelor,3,3,2,2,5.0,3,3,3,2,3.0,3,2,4,5,2.0,,,,3,4
1112,60.0,95682.0,Bachelor,4,4,3,3,4.0,3,3,4,1,3.0,4,5,4,4,3.0,3.0,,,4,5
1113,18.0,,High School,3,5,2,5,1.0,3,1,3,3,4.0,5,4,4,4,1.0,3.0,4.0,4.0,4,3
1114,38.0,,Master,4,4,4,3,2.0,3,3,3,3,4.0,5,4,2,3,3.0,5.0,4.0,3.0,2,4
1115,56.0,,Master,3,1,3,2,4.0,3,4,3,3,4.0,4,2,3,4,3.0,,,4.0,3,2
1116,27.0,,Bachelor,5,3,3,3,3.0,4,2,4,4,3.0,5,5,5,4,3.0,4.0,3.0,4.0,3,4
1117,42.0,,Bachelor,5,3,2,5,,2,4,4,2,3.0,4,5,3,4,2.0,4.0,4.0,,2,4
1118,56.0,57057.0,Bachelor,4,2,3,3,5.0,4,3,3,4,4.0,3,1,4,4,4.0,1.0,2.0,5.0,4,4
1119,44.0,,Bachelor,3,3,4,5,3.0,4,4,5,2,5.0,1,3,3,3,5.0,3.0,3.0,3.0,2,4
1120,46.0,166921.0,Bachelor,4,3,5,3,3.0,5,2,2,3,4.0,4,3,3,3,3.0,2.0,,4.0,3,3
1121,28.0,,High School,2,4,3,4,2.0,3,3,3,3,3.0,3,3,3,5,2.0,5.0,4.0,4.0,1,3
1122,37.0,,High School,5,3,3,3,4.0,5,3,5,3,3.0,4,2,3,3,4.0,3.0,3.0,3.0,5,5
1123,49.0,,Bachelor,3,2,4,5,3.0,3,3,2,5,2.0,3,4,5,3,4.0,,4.0,3.0,3,3
1124,57.0,,High School,3,5,3,1,3.0,4,5,3,4,3.0,4,3,4,2,4.0,2.0,2.0,,5,1
1125,40.0,,Bachelor,4,3,4,4,4.0,4,5,3,2,2.0,4,4,4,4,,4.0,5.0,3.0,3,3
1126,63.0,,Master,3,5,4,4,4.0,2,3,4,5,3.0,1,2,3,3,,,,3.0,1,4
1127,45.0,,Bachelor,3,2,4,4,4.0,1,3,2,3,3.0,3,3,5,2,4.0,3.0,,,3,3
1128,45.0,,High School,4,4,5,3,3.0,3,4,2,3,3.0,2,3,4,5,,,2.0,,4,4
1129,66.0,,Bachelor,4,3,4,2,3.0,3,2,2,2,3.0,4,2,4,3,4.0,3.0,,,3,3
1130,18.0,,High School,3,4,2,4,3.0,4,3,3,4,1.0,2,1,4,3,3.0,5.0,3.0,2.0,3,3
1131,18.0,,High School,3,3,4,5,3.0,4,3,4,1,3.0,3,4,5,3,3.0,4.0,3.0,2.0,4,4
1132,58.0,,Bachelor,4,3,2,3,3.0,4,5,4,4,3.0,2,3,3,5,,,4.0,1.0,3,2
1133,41.0,160908.0,Bachelor,5,4,3,4,4.0,3,1,3,3,3.0,3,4,3,3,3.0,4.0,5.0,5.0,4,3
1134,52.0,,High School,4,1,3,2,2.0,3,4,3,4,2.0,4,4,3,3,,3.0,3.0,5.0,3,4
1135,45.0,,High School,3,3,2,3,4.0,2,4,4,2,3.0,3,3,4,2,3.0,3.0,,,3,3
1136,52.0,38674.0,High School,2,4,2,2,4.0,4,4,3,5,4.0,5,4,2,3,3.0,4.0,3.0,,5,5
1137,55.0,,High School,5,3,3,3,2.0,3,3,5,3,2.0,1,1,4,4,2.0,4.0,3.0,3.0,5,3
1138,61.0,,PhD,5,5,4,4,3.0,3,4,3,4,3.0,3,2,3,2,,,5.0,5.0,4,4
1139,51.0,120305.0,Bachelor,3,2,3,3,4.0,2,4,3,3,3.0,1,2,4,3,,4.0,,5.0,5,2
1140,62.0,,Bachelor,4,4,5,3,5.0,4,4,4,4,1.0,1,3,3,2,,,,2.0,3,3
1141,37.0,22411.0,Bachelor,3,2,1,3,2.0,3,2,4,2,3.0,4,4,3,3,3.0,3.0,2.0,4.0,4,5
1142,52.0,,PhD,3,4,3,3,4.0,4,4,3,4,2.0,4,3,4,3,4.0,3.0,4.0,4.0,2,2
1143,24.0,289408.0,Bachelor,1,3,3,3,3.0,3,2,5,4,2.0,4,4,3,3,3.0,4.0,4.0,3.0,5,3
1144,35.0,,High School,3,4,3,3,3.0,3,4,3,4,4.0,3,3,3,3,,2.0,3.0,4.0,3,4
1145,55.0,,Master,3,4,3,3,2.0,2,4,4,4,3.0,3,3,2,4,,4.0,,5.0,2,4
1146,57.0,43109.0,Master,1,4,3,4,3.0,3,4,4,1,4.0,3,4,5,3,4.0,,3.0,4.0,3,2
1147,42.0,21234.0,Bachelor,3,4,4,3,,3,2,5,4,1.0,3,3,4,3,4.0,2.0,4.0,3.0,4,4
1148,63.0,70501.0,Bachelor,3,4,4,4,4.0,2,3,4,4,4.0,3,3,4,4,1.0,,3.0,,5,3
1149,20.0,,High School,3,4,2,2,,4,1,5,3,3.0,3,4,4,4,3.0,3.0,4.0,4.0,3,5
1150,60.0,,Bachelor,3,3,4,2,5.0,4,2,4,5,4.0,4,3,4,3,2.0,3.0,,,4,3
1151,42.0,69428.0,Bachelor,3,4,1,3,4.0,4,3,4,1,3.0,4,3,2,2,4.0,3.0,4.0,4.0,3,3
1152,18.0,,PhD,3,1,2,3,2.0,4,3,4,3,1.0,3,2,2,5,2.0,4.0,4.0,2.0,3,5
1153,30.0,,High School,3,3,5,4,4.0,3,4,4,3,3.0,3,3,3,1,2.0,4.0,4.0,2.0,4,3
1154,38.0,72091.0,Bachelor,4,3,4,3,4.0,4,3,4,3,3.0,2,3,4,3,4.0,3.0,3.0,2.0,3,2
1155,29.0,,Bachelor,4,2,4,2,4.0,4,5,3,3,3.0,4,3,3,3,,3.0,4.0,3.0,4,5
1156,30.0,,PhD,2,5,3,4,4.0,3,5,3,1,4.0,2,3,5,1,1.0,4.0,,5.0,3,3
1157,53.0,,High School,3,5,4,5,2.0,4,4,2,2,4.0,4,1,2,3,3.0,3.0,,3.0,3,4
1158,37.0,,High School,4,3,4,5,4.0,5,3,3,4,5.0,4,5,4,4,4.0,3.0,4.0,,2,3
1159,18.0,,PhD,3,4,3,5,5.0,4,4,5,2,2.0,4,5,2,4,3.0,3.0,5.0,3.0,4,3
1160,49.0,,High School,4,4,3,2,3.0,3,4,3,4,3.0,4,4,3,3,,2.0,,4.0,2,3
1161,36.0,40419.0,Master,1,5,3,4,4.0,4,3,4,4,2.0,2,3,3,5,1.0,3.0,,5.0,4,5
1162,65.0,,Bachelor,5,3,3,3,3.0,3,3,2,4,4.0,3,4,3,5,,2.0,,,3,4
1163,34.0,73280.0,Master,3,5,4,4,,4,2,4,3,3.0,2,4,3,4,,5.0,3.0,4.0,4,3
1164,19.0,,Master,5,4,4,1,4.0,3,5,5,5,2.0,3,2,2,4,4.0,3.0,3.0,4.0,4,4
1165,41.0,,Bachelor,3,4,5,4,3.0,2,3,3,3,3.0,4,5,5,3,2.0,,1.0,5.0,3,3
1166,29.0,160349.0,Bachelor,4,3,3,4,3.0,3,4,4,3,3.0,3,4,4,4,2.0,4.0,3.0,2.0,2,2
1167,30.0,76344.0,High School,3,3,4,2,3.0,4,2,3,4,4.0,3,2,4,3,2.0,4.0,3.0,5.0,4,5
1168,40.0,,High School,2,4,3,5,3.0,2,5,4,3,4.0,4,3,4,3,3.0,,4.0,,3,3
1169,43.0,,Master,3,4,2,4,,3,3,3,5,4.0,3,3,3,3,4.0,3.0,5.0,2.0,3,3
1170,40.0,,Bachelor,4,2,3,4,4.0,2,4,2,2,4.0,4,3,4,3,2.0,,3.0,,3,1
1171,42.0,,Master,5,3,4,3,1.0,4,2,3,4,3.0,5,4,3,2,,5.0,,3.0,1,3
1172,54.0,,High School,4,2,4,3,3.0,4,4,3,4,1.0,5,3,2,5,3.0,,,,4,4
1173,42.0,,Master,4,2,4,1,2.0,4,4,5,3,4.0,1,2,4,3,2.0,,4.0,,2,3
1174,49.0,,High School,1,3,1,4,4.0,3,3,4,4,,3,2,4,2,4.0,5.0,2.0,4.0,4,2
1175,57.0,,Master,3,5,5,5,3.0,3,1,3,3,3.0,3,2,3,5,,,3.0,,5,3
1176,36.0,,High School,4,3,3,3,3.0,3,3,3,5,5.0,1,1,4,2,3.0,4.0,3.0,2.0,3,3
1177,45.0,39535.0,High School,1,3,3,3,4.0,4,3,4,3,3.0,3,4,4,3,5.0,,5.0,4.0,4,3
1178,46.0,,Master,4,1,4,4,3.0,3,2,3,3,3.0,4,2,5,4,4.0,3.0,5.0,3.0,4,3
1179,24.0,,Bachelor,3,4,2,2,4.0,4,3,3,4,1.0,1,3,5,4,4.0,4.0,3.0,4.0,2,3
1180,18.0,,Bachelor,4,3,3,3,4.0,3,5,2,3,4.0,3,1,4,5,4.0,3.0,3.0,1.0,3,4
1181,46.0,,Master,3,4,5,5,4.0,3,5,3,3,2.0,2,4,4,3,3.0,,4.0,4.0,5,4
1182,29.0,,High School,4,2,3,4,2.0,4,4,4,4,3.0,4,2,4,5,4.0,3.0,4.0,3.0,2,4
1183,69.0,,High School,3,3,3,2,3.0,3,2,2,4,4.0,3,2,5,4,5.0,4.0,4.0,2.0,5,1
1184,56.0,,Bachelor,5,3,3,3,4.0,3,3,1,5,2.0,4,3,2,1,5.0,1.0,4.0,2.0,4,3
1185,30.0,,Bachelor,4,4,3,3,3.0,4,3,3,3,3.0,2,3,3,4,5.0,3.0,,3.0,2,2
1186,18.0,148420.0,Master,2,2,4,4,5.0,2,3,4,3,1.0,4,3,3,3,4.0,3.0,5.0,4.0,4,4
1187,26.0,,High School,4,3,4,3,5.0,4,4,1,2,3.0,3,5,2,4,2.0,3.0,3.0,3.0,1,3
1188,47.0,130085.0,Bachelor,3,1,3,3,3.0,4,3,3,5,2.0,1,3,3,3,4.0,3.0,3.0,1.0,3,4
1189,40.0,,Bachelor,3,2,2,4,4.0,3,4,1,4,,4,2,3,1,2.0,3.0,3.0,3.0,5,4
1190,56.0,,Master,3,3,2,3,3.0,3,3,4,3,3.0,3,5,4,4,3.0,2.0,,,3,4
1191,29.0,,Bachelor,3,5,4,3,4.0,4,2,4,5,4.0,5,4,3,4,2.0,3.0,5.0,3.0,3,2
1192,52.0,,PhD,4,4,3,4,4.0,4,2,4,4,4.0,3,1,3,4,,,4.0,2.0,5,2
1193,50.0,,High School,3,3,4,3,2.0,4,1,5,1,3.0,2,3,5,3,,4.0,3.0,,1,4
1194,64.0,90653.0,Bachelor,3,4,1,5,3.0,4,3,4,4,2.0,4,5,4,3,,,4.0,,1,4
1195,48.0,104778.0,PhD,4,3,1,3,3.0,1,3,3,2,1.0,5,3,3,3,2.0,,2.0,,5,3
1196,32.0,,Master,2,4,3,3,5.0,3,3,3,3,5.0,4,3,4,4,4.0,4.0,,2.0,2,3
1197,65.0,,High School,3,3,3,4,2.0,3,3,4,2,5.0,4,2,3,3,,,3.0,,5,2
1198,41.0,,Master,3,1,4,4,5.0,3,3,5,2,4.0,2,4,2,4,,4.0,,4.0,2,3
1199,39.0,,Master,3,5,3,3,3.0,4,3,4,4,3.0,2,3,3,4,,3.0,5.0,2.0,4,3
1200,47.0,107683.0,PhD,3,3,4,4,4.0,4,3,3,5,3.0,1,4,2,2,,,3.0,,3,1
1201,63.0,,Bachelor,3,3,4,3,3.0,3,3,5,2,4.0,3,3,3,3,,4.0,3.0,,2,3
1202,61.0,28697.0,Bachelor,3,2,2,3,4.0,3,4,3,4,4.0,3,4,4,4,5.0,,,3.0,5,4
1203,54.0,,Master,3,3,4,5,5.0,1,4,3,3,3.0,4,3,3,3,3.0,,3.0,3.0,4,3
1204,58.0,,PhD,3,5,2,1,4.0,5,4,3,2,3.0,2,2,2,2,,4.0,,2.0,2,3
1205,51.0,,Bachelor,4,4,2,2,2.0,5,3,3,5,3.0,5,4,3,3,,,,,3,3
1206,31.0,,Bachelor,4,3,3,4,3.0,3,3,5,2,2.0,4,4,3,1,2.0,2.0,1.0,3.0,3,4
1207,59.0,,Bachelor,1,4,2,2,3.0,3,3,3,2,4.0,3,5,3,4,,,3.0,,3,4
1208,18.0,,Master,4,3,3,2,,3,4,1,3,3.0,5,4,4,4,3.0,2.0,4.0,3.0,2,3
1209,45.0,58841.0,Bachelor,3,2,3,4,2.0,3,3,1,5,5.0,4,4,4,3,,,3.0,5.0,2,4
1210,46.0,,Bachelor,3,3,3,4,1.0,3,1,3,3,3.0,2,3,3,3,3.0,5.0,4.0,3.0,4,5
1211,78.0,25156.0,Bachelor,3,4,5,3,3.0,3,1,3,1,3.0,4,4,4,2,4.0,3.0,,1.0,3,4
1212,30.0,61857.0,PhD,2,4,2,2,3.0,1,2,4,2,4.0,4,4,4,2,4.0,4.0,4.0,4.0,4,3
1213,60.0,,Bachelor,3,3,3,2,2.0,2,4,3,3,4.0,3,3,3,3,,3.0,2.0,3.0,4,4
1214,48.0,,High School,5,3,3,4,3.0,2,4,2,4,4.0,1,4,2,4,3.0,4.0,,,5,4
1215,40.0,85596.0,Master,3,5,3,5,4.0,3,1,3,3,3.0,4,4,4,2,5.0,1.0,5.0,4.0,3,2
1216,18.0,,Bachelor,4,3,3,4,3.0,2,4,4,3,,3,1,3,5,3.0,1.0,4.0,4.0,4,3
1217,48.0,,High School,3,3,2,3,3.0,3,3,3,3,3.0,2,3,3,5,,,4.0,4.0,1,5
1218,48.0,,Bachelor,2,3,3,3,2.0,1,3,4,3,4.0,3,4,3,4,,3.0,,3.0,1,3
1219,41.0,143325.0,High School,5,4,3,3,5.0,5,3,3,2,3.0,4,3,4,3,,3.0,5.0,3.0,2,3
1220,70.0,,High School,3,4,3,2,3.0,2,5,2,3,3.0,4,3,3,5,4.0,3.0,,2.0,3,2
1221,62.0,,High School,1,3,4,3,3.0,4,3,3,2,3.0,4,5,3,3,,,,,3,4
1222,42.0,,Bachelor,3,3,3,4,2.0,2,2,3,5,3.0,4,3,4,3,4.0,5.0,3.0,3.0,3,4
1223,62.0,,Bachelor,1,4,4,4,4.0,3,3,3,5,5.0,5,2,4,4,3.0,1.0,4.0,,4,3
1224,65.0,235341.0,High School,4,3,4,2,3.0,5,5,4,4,2.0,3,3,3,5,,3.0,,5.0,5,4
1225,35.0,,Bachelor,3,3,4,3,2.0,3,2,5,5,,2,5,2,3,4.0,2.0,4.0,2.0,4,4
1226,30.0,263001.0,High School,4,3,3,3,4.0,4,3,4,3,4.0,4,4,5,5,,4.0,4.0,1.0,5,3
1227,27.0,,High School,4,4,4,2,3.0,3,4,2,3,,3,4,1,2,4.0,1.0,5.0,2.0,3,4
1228,60.0,,PhD,1,3,4,4,2.0,5,3,3,2,3.0,3,4,4,4,2.0,,,4.0,5,4
1229,40.0,,High School,3,3,2,3,4.0,1,4,4,5,4.0,4,3,3,5,3.0,3.0,3.0,3.0,1,2
1230,34.0,91255.0,Bachelor,4,4,5,3,3.0,3,3,3,3,4.0,2,3,1,4,3.0,1.0,4.0,4.0,2,5
1231,59.0,,Bachelor,3,2,4,4,,3,2,3,4,4.0,2,4,1,3,4.0,4.0,,5.0,3,3
1232,40.0,,PhD,3,5,3,4,3.0,4,3,3,3,3.0,3,3,2,3,3.0,,4.0,3.0,4,3
1233,29.0,70166.0,High School,3,5,3,3,1.0,3,4,2,3,3.0,3,3,4,2,2.0,5.0,3.0,3.0,2,3
1234,67.0,,Master,3,2,4,2,5.0,4,4,3,3,4.0,3,4,4,5,,,3.0,3.0,3,4
1235,61.0,,Master,4,3,4,2,,4,5,3,4,5.0,4,3,3,4,3.0,,5.0,,5,3
1236,35.0,,Master,3,3,3,3,1.0,5,3,4,4,4.0,4,4,5,3,3.0,5.0,,4.0,3,3
1237,34.0,,High School,2,1,3,3,3.0,2,3,3,4,3.0,2,3,3,1,4.0,,3.0,3.0,3,4
1238,42.0,74426.0,High School,2,3,4,4,3.0,3,3,3,4,5.0,3,2,3,4,4.0,4.0,2.0,4.0,3,3
1239,55.0,,High School,2,2,4,5,,3,3,3,2,3.0,4,3,1,2,2.0,4.0,3.0,3.0,5,3
1240,62.0,,Bachelor,2,2,4,3,,2,2,3,3,5.0,3,1,4,2,,4.0,,3.0,4,3
1241,29.0,118480.0,High School,3,3,4,3,3.0,5,2,3,4,3.0,3,4,5,1,2.0,3.0,3.0,,5,4
1242,21.0,,Master,2,4,3,3,3.0,3,3,2,5,3.0,2,3,2,5,,2.0,4.0,3.0,4,5
1243,42.0,,Bachelor,4,2,5,1,1.0,4,5,4,4,3.0,3,3,5,4,1.0,3.0,4.0,2.0,3,3
1244,29.0,,Master,3,4,4,3,5.0,4,5,4,4,2.0,3,3,3,3,2.0,2.0,4.0,3.0,4,4
1245,41.0,60629.0,High School,3,3,4,1,4.0,3,2,4,4,,3,3,3,2,,4.0,2.0,4.0,4,4
1246,36.0,,Bachelor,1,2,2,5,3.0,3,3,2,3,3.0,3,4,2,4,4.0,5.0,4.0,4.0,3,3
1247,21.0,,Master,2,5,5,4,2.0,3,4,3,4,3.0,3,4,3,4,3.0,4.0,3.0,3.0,2,4
1248,70.0,,High School,4,4,3,4,4.0,3,4,4,4,4.0,5,4,5,4,,,,,4,3
1249,47.0,,Bachelor,3,3,4,2,5.0,3,4,4,3,4.0,4,5,3,4,,,3.0,,2,4
1250,58.0,,Master,3,3,4,3,4.0,3,2,5,3,1.0,2,2,3,5,4.0,,,3.0,3,2
1251,18.0,,Bachelor,2,3,2,3,2.0,3,3,5,5,3.0,2,2,4,2,4.0,4.0,4.0,4.0,3,1
1252,34.0,150522.0,Bachelor,3,2,3,4,3.0,3,1,2,4,3.0,3,2,2,3,3.0,2.0,4.0,3.0,3,3
1253,35.0,,High School,4,5,3,4,4.0,4,5,4,3,,3,3,2,1,,2.0,,4.0,3,3
1254,60.0,,Bachelor,3,4,4,3,3.0,3,1,4,2,3.0,2,2,5,3,,4.0,,2.0,4,4
1255,71.0,111021.0,Bachelor,2,3,3,4,4.0,3,4,1,4,4.0,4,3,4,3,,3.0,,,2,3
1256,27.0,,Master,5,4,3,2,3.0,3,3,5,4,4.0,3,3,3,4,3.0,4.0,4.0,2.0,4,4
1257,47.0,,High School,3,2,3,3,2.0,5,3,3,3,4.0,3,2,4,4,,4.0,4.0,3.0,3,4
1258,64.0,96657.0,Bachelor,2,2,5,2,4.0,3,3,4,5,4.0,3,2,3,2,,4.0,3.0,4.0,2,4
1259,35.0,,High School,3,3,1,4,3.0,3,3,3,3,2.0,3,4,4,3,3.0,3.0,3.0,3.0,4,3
1260,33.0,,High School,1,3,2,4,2.0,2,4,3,2,3.0,5,3,3,3,3.0,5.0,4.0,,4,4
1261,53.0,41576.0,High School,2,2,5,4,5.0,4,5,3,3,4.0,3,3,2,3,,,,,4,4
1262,21.0,96193.0,Bachelor,3,4,4,4,4.0,3,4,4,4,3.0,4,3,3,5,3.0,4.0,4.0,2.0,3,3
1263,18.0,,Master,4,4,2,3,,3,4,3,5,2.0,1,3,3,3,3.0,1.0,5.0,3.0,3,3
1264,18.0,,Bachelor,4,3,3,3,3.0,3,4,3,4,2.0,2,3,3,3,1.0,4.0,3.0,4.0,4,5
1265,55.0,,High School,5,2,5,3,,4,5,4,2,3.0,3,2,4,5,4.0,4.0,2.0,,4,4
1266,66.0,,Bachelor,2,3,4,1,4.0,4,4,3,4,4.0,4,3,3,4,3.0,3.0,,,3,3
1267,45.0,,High School,3,3,3,2,2.0,4,4,3,3,4.0,3,5,4,4,5.0,4.0,4.0,4.0,4,4
1268,60.0,300000.0,High School,3,2,3,3,,3,1,2,3,5.0,3,3,4,4,4.0,2.0,3.0,,4,4
1269,18.0,,High School,3,3,3,3,4.0,3,4,3,4,3.0,3,3,4,3,2.0,4.0,3.0,3.0,3,3
1270,54.0,132458.0,PhD,4,2,4,4,2.0,3,2,3,3,3.0,4,3,3,2,,,3.0,,3,3
1271,47.0,,Master,4,2,4,1,3.0,3,1,3,5,4.0,2,4,4,3,4.0,,,4.0,4,3
1272,32.0,256342.0,Bachelor,3,4,3,3,2.0,4,1,4,4,3.0,3,3,2,3,4.0,3.0,,3.0,3,4
1273,50.0,95332.0,High School,4,3,4,3,3.0,3,5,3,3,3.0,4,3,3,1,5.0,,4.0,3.0,2,4
1274,72.0,,High School,2,4,5,2,4.0,4,3,2,3,5.0,3,5,2,3,3.0,4.0,,5.0,4,2
1275,59.0,55822.0,Master,3,3,2,3,1.0,5,3,3,3,,3,1,4,5,,3.0,,2.0,5,3
1276,36.0,,High School,2,3,4,3,3.0,2,2,3,3,5.0,3,2,4,2,4.0,4.0,4.0,4.0,5,2
1277,36.0,,Bachelor,4,3,3,4,4.0,1,4,4,4,2.0,1,5,3,3,4.0,3.0,2.0,2.0,2,1
1278,51.0,,High School,3,3,3,3,3.0,4,4,4,4,4.0,4,5,4,2,2.0,,5.0,4.0,1,1
1279,54.0,,Bachelor,1,3,4,3,4.0,4,3,3,2,5.0,4,3,4,2,,,3.0,,4,3
1280,33.0,149664.0,Master,3,2,3,4,2.0,3,1,4,5,4.0,4,5,3,3,4.0,3.0,2.0,4.0,3,2
1281,72.0,,High School,4,3,3,5,3.0,4,4,2,3,5.0,2,4,4,4,5.0,,,,4,3
1282,44.0,,High School,2,4,3,1,4.0,4,4,3,4,4.0,4,5,4,5,,4.0,4.0,3.0,1,1
1283,62.0,,Bachelor,3,5,3,4,3.0,5,2,2,4,3.0,4,3,1,2,,,3.0,,4,2
1284,40.0,100655.0,Master,3,4,2,3,4.0,4,4,3,4,5.0,4,4,4,2,5.0,2.0,4.0,5.0,2,2
1285,78.0,,High School,3,4,1,4,4.0,2,3,3,3,1.0,2,4,4,3,,3.0,,4.0,3,4
1286,50.0,,High School,3,3,4,2,4.0,3,3,4,3,3.0,4,2,2,3,2.0,3.0,3.0,,4,2
1287,18.0,,Master,1,5,3,4,3.0,3,3,2,4,4.0,3,2,4,3,3.0,3.0,4.0,4.0,3,4
1288,32.0,,Master,4,4,3,4,4.0,4,5,3,5,4.0,2,3,5,4,,,4.0,4.0,3,5
1289,52.0,,Master,3,4,3,3,3.0,3,3,3,5,4.0,4,2,4,3,3.0,3.0,,,2,3
1290,68.0,60368.0,High School,4,3,3,3,3.0,2,5,1,4,3.0,4,3,5,5,,5.0,,3.0,4,3
1291,48.0,,Master,4,3,3,2,2.0,2,2,4,2,4.0,4,4,3,3,2.0,3.0,3.0,2.0,3,4
1292,27.0,,Bachelor,4,4,4,2,4.0,3,5,3,4,3.0,3,2,3,2,3.0,4.0,4.0,3.0,3,3
1293,44.0,,Bachelor,4,5,4,4,3.0,3,4,3,4,3.0,3,4,4,3,3.0,4.0,2.0,4.0,3,3
1294,51.0,101441.0,Bachelor,3,5,1,2,4.0,2,3,3,5,4.0,5,3,3,3,3.0,2.0,3.0,3.0,4,2
1295,57.0,,Bachelor,1,3,3,3,2.0,5,1,5,3,3.0,4,5,1,3,4.0,2.0,4.0,3.0,2,4
1296,67.0,88390.0,High School,5,3,4,1,,1,2,1,3,3.0,3,4,2,4,1.0,4.0,3.0,4.0,3,2
1297,64.0,,High School,4,4,4,3,4.0,3,5,5,5,2.0,3,4,4,5,5.0,,,3.0,2,2
1298,44.0,123738.0,Bachelor,2,3,3,2,2.0,3,3,4,4,4.0,4,3,4,1,4.0,4.0,3.0,3.0,4,3
1299,20.0,71298.0,Bachelor,2,2,4,4,2.0,3,3,3,2,3.0,3,4,4,4,5.0,4.0,4.0,3.0,3,4
1300,59.0,,High School,1,3,4,3,4.0,4,4,3,5,4.0,3,3,2,2,,,2.0,,5,1
1301,38.0,,Master,3,3,5,3,2.0,1,4,2,3,1.0,3,3,4,5,1.0,2.0,,4.0,2,4
