transaction_id,customer_segment,product_category,region,order_value,quantity,date,customer_age,is_repeat_customer
9795,Regular,Books,North,127.92,2,2023-04-02,44,True
9796,New,Electronics,West,30.88,4,2023-10-30,38,True
9797,Regular,Electronics,East,143.34,2,2023-11-27,45,True
9798,Regular,Home,East,179.59,1,2023-08-02,57,False
9799,Regular,Electronics,North,301.21,2,2023-11-01,46,False
9800,New,Clothing,West,34.89,2,2023-01-15,45,True
9801,Regular,Books,South,69.64,2,2023-01-05,41,False
9802,Regular,Sports,South,188.64,1,2023-07-21,32,True
9803,New,Sports,South,54.06,5,2023-12-10,46,True
9804,Regular,Electronics,North,90.7,3,2023-05-18,66,False
9805,Regular,Clothing,West,26.57,6,2023-10-02,55,True
9806,Regular,Books,East,14.18,3,2023-11-26,33,True
9807,Premium,Sports,South,697.34,2,2023-03-23,45,True
9808,Regular,Home,North,309.88,3,2023-12-11,35,True
9809,Regular,Electronics,North,340.09,4,2023-11-03,44,True
9810,Regular,Sports,East,131.84,3,2023-02-14,42,True
9811,Regular,Sports,South,20.47,4,2023-08-13,25,True
9812,Regular,Sports,North,248.54,5,2023-02-26,41,True
9813,Regular,Sports,West,67.6,2,2023-04-12,43,True
9814,New,Books,West,74.22,3,2023-07-06,47,False
9815,New,Sports,North,17.81,2,2023-01-11,38,True
9816,New,Clothing,North,131.19,1,2023-02-19,50,True
9817,Regular,Sports,West,568.06,6,2023-05-30,47,True
9818,Premium,Home,East,315.49,3,2023-07-24,28,True
9819,New,Electronics,West,79.7,2,2023-05-02,55,True
9820,Regular,Electronics,East,464.96,4,2023-09-07,42,True
9821,Premium,Sports,East,326.84,4,2023-10-19,28,True
9822,Regular,Electronics,North,25.01,4,2023-06-07,35,False
9823,Regular,Clothing,West,146.18,1,2023-11-19,46,True
9824,New,Sports,West,64.0,3,2023-04-17,44,True
9825,New,Books,West,53.58,3,2023-12-19,6,True
9826,New,Home,North,56.38,5,2023-09-22,32,True
9827,New,Clothing,East,2.05,4,2023-02-07,46,False
9828,Premium,Sports,North,360.18,6,2023-10-04,25,False
9829,Premium,Sports,West,231.26,1,2023-10-18,35,False
9830,Regular,Clothing,East,348.74,3,2023-04-15,33,True
9831,Regular,Sports,South,70.19,2,2023-09-28,23,True
9832,Regular,Home,West,101.34,3,2023-10-28,74,True
9833,Regular,Books,South,50.03,3,2023-01-10,52,True
9834,New,Home,North,66.0,6,2023-01-05,34,False
9835,New,Clothing,North,6.93,3,2023-09-14,46,True
9836,New,Home,West,80.62,3,2023-09-05,47,False
9837,Premium,Home,North,68.58,5,2023-04-08,43,True
9838,Regular,Books,East,152.39,6,2023-03-03,51,True
9839,Regular,Sports,East,26.58,3,2023-08-31,36,True
9840,New,Home,West,82.02,1,2023-08-08,49,True
9841,Premium,Electronics,East,624.78,3,2023-03-01,43,True
9842,New,Clothing,South,102.85,2,2023-07-07,44,True
9843,Regular,Sports,East,41.05,3,2023-10-23,39,True
9844,Premium,Sports,South,160.12,5,2023-05-16,13,True
9845,Premium,Electronics,North,227.97,2,2023-12-07,52,True
9846,Regular,Home,South,75.23,3,2023-08-19,38,True
9847,Regular,Books,East,28.71,1,2023-01-14,38,True
9848,Premium,Home,South,395.27,2,2023-11-05,62,True
9849,Premium,Electronics,East,490.49,5,2023-09-25,40,False
9850,Regular,Sports,West,126.95,1,2023-10-04,48,True
9851,Regular,Sports,West,104.95,1,2023-06-22,37,True
9852,New,Electronics,South,75.71,2,2023-08-28,33,True
9853,Premium,Books,South,187.88,5,2023-01-05,50,True
9854,New,Clothing,South,40.01,3,2023-06-02,49,True
9855,Regular,Sports,West,64.22,5,2023-01-06,50,True
9856,New,Clothing,West,29.82,2,2023-02-21,50,True
9857,New,Sports,North,66.88,2,2023-11-02,60,False
9858,Premium,Home,West,260.73,4,2023-10-16,41,True
9859,New,Clothing,South,17.01,2,2023-06-27,54,True
9860,Regular,Sports,West,21.87,5,2023-03-07,23,True
9861,Regular,Clothing,West,22.66,1,2023-12-28,46,True
9862,Regular,Home,South,246.79,6,2023-01-29,44,True
9863,Regular,Electronics,South,174.73,4,2023-02-17,25,True
9864,New,Clothing,East,163.67,6,2023-05-30,47,False
9865,New,Home,South,129.66,4,2023-12-28,55,False
9866,New,Electronics,East,149.67,2,2023-04-11,31,False
9867,New,Books,West,36.92,3,2023-06-01,49,True
9868,New,Electronics,South,196.77,1,2023-05-10,18,False
9869,Regular,Electronics,East,247.15,5,2023-11-01,19,True
9870,New,Clothing,South,2.5,2,2023-02-18,32,False
9871,Regular,Sports,West,85.06,3,2023-02-13,48,False
9872,Premium,Books,South,193.25,3,2023-01-16,64,True
9873,New,Books,South,69.34,2,2023-01-29,58,True
9874,New,Electronics,South,24.38,2,2023-02-18,51,True
9875,Premium,Electronics,East,558.11,2,2023-07-19,49,False
9876,Regular,Clothing,South,65.56,3,2023-12-31,62,True
9877,Regular,Books,East,130.25,4,2023-02-08,53,True
9878,Premium,Electronics,North,515.04,3,2023-10-21,51,True
9879,Premium,Sports,North,311.17,1,2023-03-16,37,False
9880,Regular,Home,South,22.93,2,2023-05-01,31,False
9881,Regular,Books,West,163.55,3,2023-07-07,47,True
9882,Regular,Clothing,North,70.42,3,2023-08-31,47,False
9883,New,Sports,West,30.84,4,2023-04-08,33,True
9884,Regular,Sports,East,79.11,4,2023-01-07,32,False
9885,New,Clothing,North,49.69,2,2023-09-14,36,True
9886,New,Books,South,159.46,3,2023-08-20,37,True
9887,New,Clothing,South,25.78,3,2023-06-19,28,True
9888,Premium,Sports,North,366.63,4,2023-01-31,41,True
9889,Regular,Electronics,West,247.39,3,2023-05-16,24,True
9890,Regular,Home,North,81.37,2,2023-02-11,43,False
9891,New,Books,South,47.74,3,2023-08-24,30,False
9892,Premium,Books,North,270.17,2,2023-10-18,57,False
9893,Regular,Clothing,West,65.02,4,2023-06-09,46,True
9894,New,Clothing,North,53.29,3,2023-02-04,37,True
9895,Premium,Sports,West,32.98,1,2023-07-16,23,False
9896,Regular,Home,West,126.6,3,2023-01-01,38,True
9897,Regular,Sports,North,164.33,4,2023-05-10,41,True
9898,New,Clothing,West,6.26,4,2023-03-13,21,False
9899,Regular,Electronics,East,246.41,5,2023-06-04,33,False
9900,New,Home,South,83.86,6,2023-05-13,47,True
9901,New,Sports,North,47.59,2,2023-01-04,57,True
9902,Regular,Books,West,152.57,5,2023-02-04,26,True
9903,Premium,Sports,North,86.15,3,2023-03-08,27,False
9904,Regular,Sports,East,144.41,2,2023-09-30,65,True
9905,Regular,Clothing,West,28.14,4,2023-04-05,29,True
9906,New,Books,East,11.74,1,2023-12-08,56,True
9907,Regular,Home,East,447.66,3,2023-05-05,44,True
9908,Regular,Books,South,299.15,7,2023-10-28,45,True
9909,Regular,Sports,North,7.83,4,2023-06-20,36,True
9910,New,Sports,South,39.02,1,2023-12-03,36,False
9911,Regular,Electronics,West,46.07,6,2023-10-01,52,True
9912,Regular,Books,North,58.69,3,2023-12-17,35,True
9913,Premium,Sports,North,227.16,3,2023-02-26,24,False
9914,Regular,Home,West,55.33,6,2023-07-15,26,True
9915,Regular,Books,West,63.35,2,2023-07-29,11,False
9916,Regular,Home,East,180.91,2,2023-01-22,19,True
9917,Premium,Books,South,205.29,2,2023-02-09,42,True
9918,Premium,Sports,South,91.23,5,2023-08-27,43,True
9919,New,Clothing,West,28.79,2,2023-10-23,29,True
9920,Regular,Home,East,55.37,3,2023-01-23,32,True
9921,Regular,Home,East,132.36,1,2023-01-06,54,True
9922,Regular,Electronics,East,47.07,2,2023-01-21,33,False
9923,New,Electronics,East,175.26,2,2023-10-28,47,True
9924,Regular,Clothing,South,82.44,3,2023-08-16,41,False
9925,Regular,Home,East,47.12,1,2023-06-07,23,False
9926,Regular,Books,South,60.05,4,2023-02-26,31,True
9927,Premium,Clothing,East,62.57,3,2023-01-18,50,True
9928,New,Clothing,West,107.26,2,2023-09-06,58,True
9929,New,Sports,South,86.98,2,2023-07-27,53,True
9930,New,Books,North,74.38,2,2023-03-16,52,False
9931,New,Sports,West,158.65,5,2023-09-05,27,True
9932,Regular,Clothing,West,5.83,3,2023-05-18,27,False
9933,New,Sports,West,52.12,2,2023-01-12,59,True
9934,Regular,Clothing,North,80.9,1,2023-06-10,21,True
9935,Regular,Electronics,East,466.62,4,2023-03-27,52,False
9936,New,Clothing,West,114.49,3,2023-08-25,57,True
9937,New,Clothing,West,32.08,2,2023-01-19,42,True
9938,New,Clothing,East,51.38,2,2023-02-07,41,True
9939,Regular,Electronics,West,35.3,3,2023-11-05,29,True
9940,Premium,Clothing,South,278.27,7,2023-06-13,32,True
9941,Regular,Electronics,West,358.34,2,2023-08-10,50,True
9942,Regular,Home,East,126.06,3,2023-07-16,41,True
9943,Regular,Sports,South,41.45,2,2023-03-06,42,True
9944,Regular,Electronics,South,196.85,2,2023-03-26,47,False
9945,Regular,Books,North,63.36,3,2023-03-24,50,True
9946,Premium,Clothing,South,75.63,1,2023-02-13,19,True
9947,Regular,Sports,East,151.92,3,2023-09-07,30,True
9948,Regular,Home,East,175.16,5,2023-03-18,38,True
9949,New,Home,East,51.77,5,2023-06-11,42,True
9950,Premium,Electronics,North,623.44,2,2023-11-21,27,True
9951,New,Clothing,West,32.03,5,2023-07-28,63,True
9952,New,Electronics,East,28.69,4,2023-03-22,38,True
9953,New,Sports,South,28.81,4,2023-04-28,31,True
9954,New,Home,North,0.59,3,2023-04-23,42,True
9955,Regular,Clothing,South,77.42,2,2023-06-04,47,True
9956,Regular,Electronics,South,130.09,3,2023-01-02,37,False
9957,Premium,Clothing,North,778.76,3,2023-11-07,42,False
9958,Premium,Clothing,South,327.77,1,2023-01-19,49,True
9959,Regular,Clothing,East,59.69,4,2023-12-17,47,True
9960,Premium,Electronics,North,980.03,1,2023-02-06,45,True
9961,Premium,Home,North,577.85,2,2023-05-26,28,True
9962,New,Books,West,113.86,5,2023-05-18,41,True
9963,Regular,Sports,West,27.29,3,2023-11-11,50,False
9964,New,Home,East,80.81,1,2023-03-02,37,True
9965,Regular,Books,West,259.43,5,2023-04-21,27,True
9966,Premium,Home,West,433.47,2,2023-06-18,28,False
9967,New,Home,North,30.43,1,2023-11-23,56,True
9968,Premium,Sports,East,112.38,2,2023-02-17,34,False
9969,Premium,Clothing,North,454.46,4,2023-07-01,23,True
9970,Regular,Home,East,200.56,5,2023-02-20,79,False
9971,New,Electronics,South,100.76,3,2023-06-10,35,False
9972,Regular,Sports,West,58.6,1,2023-02-09,71,True
9973,New,Books,East,23.42,3,2023-12-01,24,False
9974,Regular,Sports,South,149.42,2,2023-09-06,45,True
9975,Regular,Sports,South,79.01,1,2023-02-25,38,True
9976,New,Home,North,70.39,3,2023-10-13,52,True
9977,Regular,Books,West,208.83,3,2023-02-10,48,False
9978,Premium,Home,North,187.67,4,2023-11-07,36,True
9979,New,Home,West,74.51,5,2023-08-15,54,True
9980,Premium,Sports,East,219.9,3,2023-11-07,37,True
9981,Regular,Electronics,West,299.91,3,2023-02-06,53,False
9982,Regular,Electronics,South,187.55,1,2023-01-28,19,True
9983,New,Home,East,15.07,3,2023-08-20,53,True
9984,Regular,Home,West,50.67,4,2023-06-16,33,True
9985,Regular,Home,West,69.77,3,2023-10-14,53,True
9986,New,Sports,South,17.71,5,2023-01-29,29,True
9987,Regular,Clothing,West,52.38,4,2023-08-27,36,True
9988,Premium,Home,South,8.21,4,2023-02-05,34,True
9989,Regular,Home,North,233.74,3,2023-10-04,50,True
9990,Premium,Electronics,East,236.84,3,2023-09-06,55,True
9991,Regular,Books,West,110.82,3,2023-08-05,26,True
9992,Premium,Electronics,West,1128.19,3,2023-10-10,39,True
9993,New,Sports,North,14.67,5,2023-02-10,48,True
9994,New,Sports,East,75.51,3,2023-06-08,45,False
9995,Regular,Clothing,West,56.75,2,2023-07-27,58,False
9996,Regular,Books,East,77.8,2,2023-06-03,59,True
9997,Regular,Sports,West,51.39,5,2023-06-24,33,False
9998,Regular,Home,North,291.38,3,2023-10-28,49,True
9999,New,Electronics,South,57.37,2,2023-09-15,45,False
10000,Premium,Sports,East,295.24,2,2023-11-24,24,True
10001,Regular,Books,North,41.61,3,2023-10-11,30,True
10002,New,Sports,East,7.02,3,2023-03-12,21,False
10003,Regular,Sports,West,43.92,4,2023-03-12,29,False
10004,Premium,Electronics,East,706.84,4,2023-08-15,36,True
10005,New,Clothing,East,37.27,2,2023-01-26,49,False
10006,Premium,Books,North,248.73,3,2023-06-21,38,False
10007,Regular,Books,West,47.79,3,2023-10-07,36,True
10008,New,Books,West,6.21,1,2023-12-13,73,True
10009,Regular,Sports,West,61.64,5,2023-10-30,50,True
10010,Premium,Clothing,East,160.47,5,2023-04-18,39,True
10011,New,Home,East,42.49,5,2023-10-18,25,False
10012,Premium,Books,North,243.57,4,2023-11-24,17,True
10013,Regular,Sports,East,38.4,3,2023-07-27,45,True
10014,Premium,Electronics,East,624.99,3,2023-03-01,42,False
10015,New,Home,West,20.68,3,2023-03-03,39,True
10016,Premium,Home,West,41.01,4,2023-05-16,36,True
10017,Regular,Electronics,East,112.71,2,2023-09-04,33,True
10018,New,Clothing,North,21.99,4,2023-12-25,22,True
10019,New,Clothing,West,83.15,2,2023-03-26,26,True
10020,Regular,Clothing,North,52.27,7,2023-03-02,36,False
10021,Regular,Books,West,262.2,3,2023-01-03,50,False
10022,Regular,Home,North,257.93,1,2023-03-27,41,False
10023,Regular,Home,West,77.58,1,2023-06-12,29,True
10024,Regular,Sports,North,54.6,5,2023-06-05,42,True
10025,Regular,Clothing,East,83.72,2,2023-11-12,49,True
10026,Regular,Sports,North,113.13,1,2023-11-24,37,True
10027,Regular,Home,East,73.1,3,2023-11-14,27,True
10028,Regular,Clothing,East,67.52,3,2023-12-01,52,True
10029,Premium,Sports,North,65.33,4,2023-01-26,37,False
10030,New,Clothing,North,56.5,2,2023-11-06,37,False
10031,New,Books,North,72.04,3,2023-01-07,56,False
10032,New,Electronics,West,55.49,1,2023-02-25,45,True
10033,New,Books,East,64.95,2,2023-07-23,41,False
10034,Regular,Sports,West,162.89,3,2023-02-16,37,True
10035,Regular,Clothing,East,32.43,7,2023-11-02,15,True
10036,Regular,Electronics,East,30.17,3,2023-12-15,30,False
10037,Regular,Books,East,109.29,5,2023-04-05,58,True
10038,Regular,Electronics,West,395.86,3,2023-07-29,56,True
10039,Regular,Clothing,West,167.75,1,2023-10-29,35,False
10040,New,Clothing,North,6.66,1,2023-02-19,53,True
10041,Regular,Electronics,South,89.77,4,2023-10-16,33,False
10042,Regular,Clothing,West,22.22,3,2023-07-15,18,False
10043,Regular,Clothing,North,80.04,4,2023-08-12,30,True
10044,Regular,Clothing,South,2.86,3,2023-11-27,51,True
10045,Regular,Books,North,9.07,5,2023-02-09,39,False
10046,New,Clothing,North,49.66,2,2023-01-27,61,True
10047,Regular,Home,North,31.3,4,2023-09-03,47,False
10048,New,Clothing,West,14.01,4,2023-05-09,44,False
10049,Premium,Sports,West,60.0,4,2023-11-21,32,False
10050,Regular,Home,West,422.23,6,2023-09-18,55,True
10051,Regular,Electronics,South,363.83,5,2023-02-13,21,False
10052,New,Electronics,North,179.5,3,2023-10-09,40,False
10053,Premium,Home,North,289.46,3,2023-07-06,46,True
10054,Premium,Books,East,41.3,3,2023-07-16,45,True
10055,Regular,Books,South,181.99,2,2023-11-14,56,True
10056,Premium,Clothing,South,174.91,3,2023-02-16,40,True
10057,New,Home,South,140.34,3,2023-03-27,40,True
10058,Premium,Clothing,South,104.78,2,2023-01-30,43,False
10059,New,Home,East,109.31,2,2023-08-07,53,True
10060,Premium,Clothing,South,376.03,2,2023-03-26,56,True
10061,New,Books,South,49.76,2,2023-06-09,47,True
10062,Regular,Electronics,East,383.58,2,2023-06-18,53,True
10063,Premium,Sports,North,238.16,3,2023-12-14,48,True
10064,Regular,Electronics,North,47.33,4,2023-01-13,39,True
10065,Premium,Electronics,East,262.29,5,2023-06-23,44,True
10066,Regular,Home,South,301.92,5,2023-06-25,33,False
10067,Premium,Electronics,East,817.81,2,2023-08-04,30,True
10068,Regular,Electronics,East,431.73,3,2023-12-12,31,False
10069,Regular,Clothing,East,63.68,2,2023-09-10,33,True
10070,Premium,Clothing,North,570.51,1,2023-03-22,21,False
10071,Regular,Books,South,114.07,6,2023-08-19,26,False
10072,Regular,Sports,West,204.61,3,2023-10-03,39,True
10073,Regular,Home,East,25.43,2,2023-04-07,28,True
10074,Premium,Electronics,East,906.09,2,2023-09-10,36,True
10075,Regular,Home,South,461.52,5,2023-05-30,52,True
10076,Regular,Sports,East,420.62,4,2023-10-29,30,True
10077,New,Electronics,West,50.82,2,2023-01-22,31,True
10078,Regular,Books,South,38.59,4,2023-03-19,28,True
10079,Regular,Books,East,44.01,2,2023-08-05,48,True
10080,Regular,Home,West,157.63,3,2023-02-17,44,True
10081,New,Books,North,14.93,3,2023-04-30,36,True
10082,Regular,Electronics,West,73.67,3,2023-02-13,38,False
10083,Regular,Clothing,West,159.83,5,2023-04-13,58,True
10084,Regular,Home,South,48.3,2,2023-01-17,36,True
10085,Regular,Clothing,West,50.17,5,2023-01-02,46,True
10086,Premium,Electronics,North,123.39,4,2023-09-10,64,True
10087,New,Books,East,38.95,4,2023-10-29,42,True
10088,Regular,Electronics,East,146.75,4,2023-11-20,64,True
10089,New,Sports,West,29.52,1,2023-03-27,37,False
10090,Regular,Books,North,49.72,3,2023-02-20,48,True
10091,Premium,Home,North,213.02,5,2023-03-07,11,True
10092,Premium,Home,East,1013.29,3,2023-10-02,35,True
10093,Premium,Clothing,North,118.24,2,2023-11-17,41,True
10094,Regular,Sports,East,40.63,6,2023-04-15,47,True
10095,New,Clothing,West,74.16,3,2023-03-24,24,True
10096,Regular,Sports,East,125.96,2,2023-11-16,55,True
10097,Regular,Clothing,East,30.17,2,2023-10-17,18,False
10098,New,Home,East,66.13,4,2023-03-18,49,False
10099,Regular,Home,West,64.91,3,2023-08-03,41,True
10100,Regular,Electronics,East,348.39,3,2023-06-16,45,True
10101,Premium,Sports,East,310.7,3,2023-09-04,39,True
10102,Regular,Sports,North,47.8,5,2023-03-30,56,False
10103,New,Clothing,West,101.22,1,2023-05-30,57,True
10104,Regular,Clothing,East,192.15,5,2023-04-04,49,True
10105,Premium,Books,North,78.71,3,2023-06-29,58,True
10106,Regular,Sports,East,102.62,6,2023-12-01,42,True
10107,New,Clothing,East,63.69,2,2023-04-21,23,True
10108,New,Clothing,North,122.7,3,2023-05-28,17,False
10109,Regular,Electronics,East,481.35,4,2023-09-06,25,False
10110,Regular,Home,North,62.52,1,2023-06-26,47,True
10111,New,Books,West,90.56,3,2023-11-23,19,True
10112,New,Clothing,North,14.56,2,2023-04-26,39,True
10113,New,Electronics,East,97.82,1,2023-08-05,55,True
10114,Regular,Electronics,North,264.28,3,2023-07-25,26,False
10115,New,Electronics,South,143.31,3,2023-10-11,49,False
10116,Regular,Sports,South,161.01,2,2023-12-31,39,True
10117,Premium,Home,North,279.74,4,2023-08-07,43,True
10118,Premium,Home,East,250.92,1,2023-04-10,43,True
10119,New,Clothing,North,24.83,1,2023-08-26,30,True
10120,Regular,Sports,West,23.03,3,2023-05-02,22,True
10121,Regular,Home,South,87.81,4,2023-09-27,49,True
10122,Regular,Home,East,192.65,5,2023-01-12,45,True
10123,Premium,Home,East,440.8,2,2023-11-21,37,True
10124,New,Electronics,West,331.37,3,2023-08-16,50,False
10125,Regular,Clothing,North,173.45,4,2023-04-14,44,True
10126,Regular,Electronics,East,682.62,3,2023-10-28,33,True
10127,Regular,Sports,South,48.24,2,2023-04-12,39,True
10128,Regular,Home,South,266.28,3,2023-09-26,41,True
10129,Regular,Clothing,East,97.88,7,2023-12-29,60,True
10130,Regular,Electronics,South,256.66,1,2023-05-19,36,True
10131,Regular,Home,East,60.96,3,2023-11-28,36,False
10132,Premium,Electronics,South,914.97,5,2023-02-03,44,True
10133,Premium,Books,West,193.36,2,2023-01-12,46,True
10134,Regular,Clothing,West,188.41,4,2023-02-21,37,True
10135,Regular,Clothing,East,59.98,4,2023-01-17,30,True
10136,Premium,Books,East,326.33,1,2023-01-25,14,True
10137,Regular,Sports,North,50.36,4,2023-07-28,53,True
10138,Regular,Home,West,119.65,4,2023-11-23,45,False
10139,Regular,Sports,East,77.89,6,2023-02-20,16,False
10140,New,Electronics,South,31.52,3,2023-04-03,20,True
10141,Regular,Electronics,East,263.56,3,2023-10-13,43,False
10142,Premium,Clothing,West,524.59,4,2023-06-17,33,True
10143,Regular,Home,West,285.68,3,2023-11-06,35,True
10144,Regular,Clothing,West,32.48,1,2023-11-09,47,True
10145,Regular,Electronics,East,244.09,1,2023-04-17,21,True
10146,Regular,Home,East,22.55,2,2023-07-07,38,True
10147,New,Books,North,38.99,5,2023-03-15,49,False
10148,New,Sports,East,33.13,3,2023-10-11,42,True
10149,Regular,Clothing,South,151.51,3,2023-01-25,48,True
10150,New,Home,South,22.68,6,2023-11-14,43,True
10151,Regular,Clothing,South,152.59,3,2023-05-16,26,True
10152,Regular,Electronics,East,41.23,5,2023-12-14,26,True
10153,Regular,Books,East,106.03,4,2023-08-30,31,True
10154,Premium,Home,North,135.79,2,2023-08-16,38,True
10155,Regular,Clothing,South,68.78,1,2023-04-18,28,False
10156,Regular,Books,South,81.63,2,2023-09-28,41,False
10157,Regular,Sports,North,83.96,2,2023-05-19,31,True
10158,Regular,Books,North,156.73,2,2023-07-04,25,True
10159,New,Clothing,South,97.74,3,2023-06-01,45,True
10160,Premium,Clothing,East,178.76,5,2023-12-04,39,True
10161,Regular,Electronics,North,132.91,2,2023-06-16,32,False
10162,Regular,Books,North,31.1,1,2023-03-02,43,True
10163,New,Electronics,West,56.84,4,2023-07-25,38,True
10164,New,Books,East,19.71,3,2023-04-07,39,False
10165,Premium,Home,East,268.65,2,2023-12-20,31,True
10166,Regular,Books,South,116.11,1,2023-08-09,34,True
10167,Regular,Sports,East,63.66,2,2023-01-29,36,False
10168,New,Electronics,West,73.27,3,2023-05-24,24,True
10169,Regular,Electronics,East,392.09,5,2023-03-06,29,True
10170,New,Electronics,West,29.37,3,2023-12-05,40,True
10171,Regular,Sports,East,349.83,1,2023-08-18,49,True
10172,Regular,Electronics,North,119.11,2,2023-08-09,44,True
10173,Premium,Clothing,West,23.1,4,2023-08-16,65,False
10174,Regular,Clothing,North,39.56,1,2023-03-09,44,True
10175,Regular,Electronics,North,68.8,3,2023-08-18,52,True
10176,New,Books,East,46.82,4,2023-12-06,52,True
10177,New,Electronics,South,50.29,2,2023-11-09,43,False
10178,Regular,Home,East,376.11,4,2023-12-05,34,True
10179,New,Clothing,West,119.92,2,2023-01-09,29,True
10180,New,Sports,East,18.55,3,2023-02-17,50,False
10181,New,Sports,North,63.74,4,2023-02-10,55,True
10182,Regular,Clothing,West,330.42,2,2023-04-11,29,True
10183,Regular,Books,South,68.68,3,2023-04-20,16,True
10184,Premium,Sports,West,186.43,1,2023-01-09,29,True
10185,Premium,Home,East,403.23,4,2023-03-16,26,True
10186,Regular,Books,West,36.07,1,2023-05-29,53,True
10187,Regular,Home,West,15.14,2,2023-07-02,64,True
10188,Regular,Clothing,West,88.3,1,2023-05-18,29,True
10189,Regular,Home,South,275.63,4,2023-01-11,48,True
10190,Premium,Books,South,106.76,2,2023-08-07,35,True
10191,New,Books,East,103.85,1,2023-09-29,36,False
10192,Regular,Sports,West,5.98,3,2023-06-11,24,False
10193,Premium,Clothing,West,389.18,3,2023-02-12,38,False
10194,Regular,Electronics,North,213.27,4,2023-04-08,42,True
10195,Regular,Electronics,North,177.47,5,2023-12-23,8,True
10196,Premium,Sports,East,278.93,3,2023-01-26,40,False
10197,Premium,Home,South,341.45,2,2023-05-10,37,False
10198,Regular,Books,North,33.57,1,2023-06-25,42,False
10199,Premium,Electronics,West,252.99,1,2023-07-19,46,False
10200,Regular,Home,North,243.8,2,2023-10-03,46,True
10201,Regular,Sports,East,304.1,2,2023-08-11,26,True
10202,New,Home,South,215.79,2,2023-05-13,25,True
10203,Regular,Sports,West,10.12,1,2023-05-27,57,True
10204,Premium,Sports,South,132.38,5,2023-07-11,21,True
10205,Regular,Sports,East,44.47,1,2023-05-27,33,True
10206,Regular,Electronics,East,173.97,1,2023-02-21,24,False
10207,New,Clothing,East,26.35,5,2023-04-14,39,False
10208,Premium,Home,West,178.71,2,2023-10-21,47,False
10209,Regular,Electronics,South,1041.11,4,2023-07-07,30,True
10210,Regular,Home,North,97.97,3,2023-02-23,38,True
10211,Regular,Books,East,41.75,4,2023-11-27,28,True
10212,Regular,Books,North,81.81,3,2023-09-17,34,False
10213,Regular,Sports,West,13.39,4,2023-11-29,48,True
10214,Regular,Electronics,South,40.93,3,2023-12-25,18,True
10215,Premium,Books,West,640.69,3,2023-10-28,30,True
10216,Premium,Home,North,254.98,2,2023-09-24,31,True
10217,New,Electronics,South,25.25,2,2023-01-13,39,True
10218,Regular,Clothing,South,172.69,4,2023-03-26,31,True
10219,Regular,Clothing,North,8.69,3,2023-08-13,48,True
10220,Regular,Books,North,88.36,1,2023-12-18,38,True
10221,Regular,Sports,East,58.36,4,2023-06-22,33,True
10222,Premium,Home,South,505.7,2,2023-08-05,40,True
10223,Regular,Books,East,196.32,3,2023-06-13,42,True
10224,Regular,Sports,West,155.17,1,2023-02-04,36,True
10225,Regular,Home,South,65.82,3,2023-07-24,45,True
10226,Regular,Books,West,302.5,4,2023-11-25,64,False
10227,Premium,Sports,South,270.22,3,2023-04-19,26,False
10228,Regular,Sports,West,96.11,2,2023-06-17,45,True
10229,Regular,Clothing,North,117.77,2,2023-09-08,33,True
10230,Regular,Home,North,132.59,3,2023-10-30,22,True
10231,Regular,Clothing,West,140.03,3,2023-07-19,23,True
10232,Regular,Electronics,South,294.97,3,2023-11-16,52,True
10233,Regular,Sports,West,46.04,4,2023-05-28,30,False
10234,Premium,Electronics,South,854.98,2,2023-08-07,45,True
10235,New,Electronics,West,205.43,2,2023-03-15,58,False
10236,New,Electronics,South,124.91,1,2023-03-20,38,False
10237,New,Electronics,North,40.67,2,2023-04-19,30,True
10238,Premium,Electronics,East,691.89,2,2023-05-17,59,True
10239,Regular,Clothing,South,142.65,4,2023-04-03,20,True
10240,New,Clothing,West,27.19,3,2023-11-03,36,True
10241,New,Sports,East,50.56,3,2023-10-07,30,True
10242,New,Books,East,31.89,5,2023-11-09,46,False
10243,New,Electronics,West,76.83,1,2023-06-14,35,False
10244,Regular,Books,West,69.93,3,2023-01-16,41,False
10245,Regular,Books,East,28.66,4,2023-08-10,53,False
10246,New,Clothing,North,21.93,4,2023-04-28,26,True
10247,Regular,Clothing,East,201.93,5,2023-10-20,45,True
10248,Regular,Clothing,West,26.46,6,2023-04-22,31,True
10249,Regular,Home,South,89.11,1,2023-07-04,27,True
10250,Regular,Clothing,South,156.55,3,2023-11-25,39,True
10251,Premium,Electronics,West,1673.21,3,2023-05-01,37,True
10252,Regular,Home,South,101.26,5,2023-07-20,27,True
10253,Premium,Books,West,70.16,4,2023-08-19,31,True
10254,Regular,Books,West,46.92,4,2023-12-15,18,True
10255,New,Books,North,93.87,1,2023-09-10,54,True
10256,Regular,Clothing,East,167.52,5,2023-06-03,43,True
10257,Regular,Clothing,South,67.72,1,2023-03-19,20,True
10258,Premium,Clothing,West,429.02,2,2023-10-20,38,True
10259,New,Clothing,North,13.61,2,2023-11-19,38,True
10260,New,Clothing,North,80.06,2,2023-11-12,36,True
10261,New,Books,North,48.39,5,2023-03-18,23,True
10262,Regular,Home,North,42.72,5,2023-06-07,22,False
10263,New,Sports,North,76.86,1,2023-06-20,30,True
10264,New,Electronics,South,292.25,2,2023-11-25,43,False
10265,Regular,Books,North,8.03,2,2023-04-01,42,False
10266,Regular,Home,South,91.24,1,2023-04-06,52,True
10267,Regular,Books,East,159.52,3,2023-01-01,23,False
