applicant_id,age,income,employment_length,debt,credit_score,loan_amount,interest_rate,term,purpose,grade,delinquencies,inquiries,open_accounts,default
1004,45,15000.0,13.2,1003.65,731,7078,6.14,36,other,A,1.0,1,9,0
1005,53,80567.0,5.3,12399.18,580,23631,11.75,36,credit_card,D,0.0,1,8,0
1006,48,61326.0,12.6,16860.27,715,16193,7.51,36,debt_consolidation,A,0.0,2,8,0
1007,20,53718.0,6.0,41334.91,750,4854,7.66,36,credit_card,A,0.0,0,4,0
1008,47,39121.0,,28386.09,662,6241,14.3,60,debt_consolidation,B,0.0,0,10,0
1009,35,18262.0,7.8,6620.99,649,40162,9.35,36,debt_consolidation,C,0.0,1,4,0
1010,39,99771.0,,6976.45,627,72499,9.72,36,debt_consolidation,C,1.0,1,8,0
1011,29,39800.0,14.2,11069.47,729,15601,10.58,60,car,A,1.0,1,5,0
1012,51,18579.0,1.6,5679.86,737,27210,5.68,60,home,A,0.0,0,4,1
1013,65,250000.0,9.4,70582.59,690,4194,8.93,60,other,B,1.0,1,10,0
1014,51,36943.0,4.4,14584.49,782,34904,6.07,36,home,AA,0.0,1,8,0
1015,43,138153.0,4.6,51804.61,705,7619,6.46,36,debt_consolidation,A,0.0,2,7,0
1016,47,,2.6,5420.91,697,12365,8.8,60,car,B,1.0,1,6,0
1017,31,16294.0,11.7,3962.79,669,45261,11.52,60,car,B,0.0,0,6,0
1018,26,142008.0,7.7,34194.77,821,5995,5.28,60,debt_consolidation,AA,0.0,0,5,0
1019,44,62610.0,1.2,11181.7,732,13325,5.51,36,debt_consolidation,A,0.0,1,8,0
1020,49,93845.0,1.4,10551.4,607,34598,6.42,36,car,C,0.0,0,11,0
1021,36,33472.0,5.8,8429.98,837,21553,3.87,36,credit_card,AA,0.0,1,8,0
1022,47,38042.0,10.2,12591.64,554,2764,12.1,36,car,D,,1,7,0
1023,53,15883.0,2.8,5785.31,659,39868,10.04,60,home,B,1.0,0,7,1
1024,25,18957.0,0.6,2213.4,850,21227,5.52,36,debt_consolidation,AA,2.0,0,8,0
1025,29,73070.0,0.6,29724.56,523,5284,16.07,36,car,D,0.0,2,5,0
1026,45,158857.0,6.6,62711.47,828,15579,3.0,36,car,AA,1.0,1,9,1
1027,36,21998.0,4.3,2293.4,702,6381,5.08,36,home,A,3.0,0,9,0
1028,53,89792.0,1.7,17661.31,618,16207,9.31,36,debt_consolidation,C,0.0,0,10,0
1029,59,63524.0,4.7,34611.4,720,12543,8.7,36,credit_card,A,1.0,1,6,0
1030,34,50539.0,13.9,20186.72,581,15300,14.11,36,car,D,0.0,1,5,0
1031,36,54680.0,4.2,20293.92,602,16333,10.79,60,other,C,0.0,0,7,0
1032,60,18648.0,1.9,6672.53,658,17890,8.44,60,credit_card,B,1.0,0,6,1
1033,18,56026.0,0.7,9456.79,703,14852,14.52,36,car,A,1.0,2,9,1
1034,42,,0.2,11926.46,613,6351,11.56,60,debt_consolidation,C,0.0,2,6,0
1035,60,25424.0,4.5,6169.61,624,23297,10.67,36,home,C,0.0,3,5,0
1036,47,15797.0,23.2,3449.96,721,14314,8.31,60,debt_consolidation,A,1.0,3,8,0
1037,39,44405.0,2.6,10876.86,786,2994,5.03,36,debt_consolidation,AA,2.0,0,6,0
1038,39,24599.0,18.0,12649.32,638,18889,11.48,36,debt_consolidation,C,0.0,0,6,0
1039,33,27014.0,7.3,4040.82,701,21738,8.57,60,debt_consolidation,A,1.0,1,6,0
1040,33,26256.0,1.4,4453.21,782,16980,8.26,60,credit_card,AA,1.0,1,7,0
1041,49,43695.0,8.3,11727.11,653,22752,9.88,36,debt_consolidation,B,0.0,0,9,0
1042,40,29711.0,9.4,18336.14,690,9512,10.36,60,debt_consolidation,B,1.0,2,7,0
1043,56,57216.0,0.4,24395.26,604,4004,10.27,36,credit_card,C,0.0,0,7,0
1044,43,,6.4,3962.73,686,24072,8.63,60,car,B,0.0,0,7,0
1045,28,49202.0,5.6,10651.57,637,4562,8.27,60,car,C,1.0,2,9,0
1046,52,43388.0,2.3,10526.9,766,25389,8.26,60,car,AA,0.0,0,6,0
1047,34,150447.0,8.8,50260.24,659,9632,11.72,60,car,B,0.0,0,9,0
1048,39,41472.0,1.2,11509.63,850,7935,3.0,60,other,AA,0.0,1,4,0
1049,48,42750.0,0.6,11209.07,662,26288,10.95,60,other,B,0.0,3,6,0
1050,53,18384.0,10.0,5685.01,696,25574,8.65,60,car,B,0.0,2,8,0
1051,51,32137.0,1.7,3984.81,631,13059,9.96,60,credit_card,C,0.0,0,7,0
1052,21,15000.0,1.4,781.39,772,8237,5.58,36,debt_consolidation,AA,0.0,2,9,0
1053,41,49683.0,7.9,5404.73,607,66496,12.19,60,credit_card,C,1.0,1,5,0
1054,27,53894.0,0.3,31729.3,749,4582,8.5,60,debt_consolidation,A,0.0,0,5,0
1055,61,19317.0,0.8,432.79,707,6667,7.32,36,debt_consolidation,A,1.0,0,4,0
1056,60,108202.0,0.5,6254.1,510,11873,12.79,36,car,D,1.0,2,11,0
1057,27,127400.0,7.4,38806.31,727,7536,6.77,36,credit_card,A,2.0,1,10,0
1058,30,75378.0,7.9,23078.17,652,3706,12.49,36,car,B,2.0,1,11,0
1059,33,163077.0,6.2,6391.55,797,25435,5.9,36,debt_consolidation,AA,0.0,1,6,0
1060,49,15000.0,1.1,5655.29,782,2757,6.42,60,car,AA,1.0,1,5,0
1061,53,50538.0,3.3,6645.89,814,5879,5.18,36,debt_consolidation,AA,,1,6,0
1062,26,41159.0,7.8,19187.2,805,25714,3.81,60,car,AA,1.0,2,4,0
1063,30,45620.0,10.9,5668.13,689,19775,10.53,36,car,B,0.0,1,5,0
1064,31,27827.0,3.9,7441.96,675,7809,9.34,60,credit_card,B,0.0,2,10,0
1065,49,34582.0,7.0,13675.78,544,44473,13.49,36,credit_card,D,0.0,1,7,0
1066,47,27579.0,3.6,3699.89,653,1878,12.11,60,debt_consolidation,B,1.0,0,8,0
1067,18,20921.0,22.6,6406.45,590,10821,8.96,36,credit_card,D,0.0,1,3,0
1068,35,51879.0,5.6,3328.93,682,22526,9.37,60,car,B,0.0,1,9,0
1069,44,17081.0,2.3,5292.42,717,45683,3.32,36,car,A,1.0,0,4,0
1070,37,37366.0,10.1,19089.3,616,59614,12.65,60,other,C,0.0,1,8,1
1071,31,34280.0,10.2,13170.8,694,1716,10.27,60,debt_consolidation,B,1.0,1,10,0
1072,55,104136.0,6.0,27512.34,652,14567,7.59,36,debt_consolidation,B,0.0,0,6,0
1073,53,27153.0,21.6,9984.33,638,9555,7.84,60,credit_card,C,0.0,1,5,0
1074,49,15000.0,7.0,5428.24,644,18074,9.17,60,other,C,0.0,2,11,1
1075,18,83946.0,4.7,22799.17,741,5773,9.14,36,car,A,0.0,1,7,1
1076,22,33146.0,2.5,13169.39,690,2486,11.52,36,debt_consolidation,B,0.0,2,7,0
1077,34,156504.0,10.4,32482.0,664,34420,7.87,60,other,B,0.0,0,5,0
1078,45,58067.0,15.1,14822.43,759,19614,5.98,36,debt_consolidation,AA,0.0,1,9,0
1079,20,15401.0,4.0,5210.57,690,15769,7.23,36,debt_consolidation,B,,0,7,0
1080,32,55521.0,2.0,8177.77,603,5849,10.14,60,credit_card,C,0.0,0,6,0
1081,18,39773.0,2.2,10944.31,569,2722,9.91,60,debt_consolidation,D,0.0,1,6,0
1082,32,22902.0,0.8,1051.07,647,28117,12.39,60,credit_card,C,0.0,0,9,0
1083,36,15000.0,3.9,1618.37,707,6886,8.74,36,home,A,0.0,0,6,0
1084,47,28253.0,3.2,1879.87,707,24201,10.19,36,debt_consolidation,A,0.0,1,7,0
1085,18,,13.0,1263.45,850,4831,4.34,36,car,AA,0.0,1,9,0
1086,30,56590.0,12.0,26191.21,618,2976,11.84,60,home,C,0.0,1,7,0
1087,36,44917.0,2.3,26564.17,675,25792,9.75,36,other,B,2.0,1,6,0
1088,39,61252.0,16.1,15774.19,765,15771,9.73,36,home,AA,0.0,2,5,0
1089,43,38502.0,13.9,14823.48,786,13369,8.95,60,debt_consolidation,AA,0.0,0,6,0
1090,37,34208.0,9.1,11115.77,683,4571,8.72,60,credit_card,B,0.0,1,12,0
1091,54,,0.3,10904.46,616,5076,10.93,60,other,C,1.0,0,8,1
1092,38,20341.0,4.2,10555.87,581,11930,12.54,36,home,D,0.0,1,5,1
1093,36,42176.0,2.0,12841.29,589,52366,12.62,60,debt_consolidation,D,1.0,1,5,1
1094,40,15000.0,2.7,4551.8,605,67921,9.91,36,debt_consolidation,C,0.0,1,7,0
1095,21,21001.0,0.1,6712.16,587,2974,13.17,60,car,D,0.0,1,7,0
1096,28,37429.0,1.3,15960.5,639,6288,7.1,60,home,C,1.0,0,7,1
1097,42,15000.0,1.1,2196.17,623,37686,8.0,60,car,C,0.0,1,7,0
1098,48,24449.0,0.7,9539.31,794,8486,6.07,60,home,AA,1.0,0,8,0
1099,49,36289.0,3.4,13110.36,609,22620,7.83,60,other,C,0.0,0,10,0
1100,24,146026.0,0.7,17682.03,710,30297,9.3,36,debt_consolidation,A,0.0,0,7,0
1101,29,51670.0,6.2,16751.33,705,19518,11.62,36,debt_consolidation,A,0.0,1,3,0
1102,27,59386.0,7.3,18364.34,666,3404,11.11,36,credit_card,B,0.0,0,6,0
1103,25,26281.0,2.2,865.46,702,18486,9.31,60,debt_consolidation,A,0.0,1,8,0
1104,42,30522.0,7.7,5183.22,726,15615,4.84,36,home,A,0.0,1,8,0
1105,41,,4.4,11298.97,665,2676,14.31,36,other,B,0.0,1,6,1
1106,32,21374.0,2.6,4833.67,523,14678,11.57,36,credit_card,D,1.0,1,8,1
1107,37,32188.0,4.8,4988.23,807,45960,5.31,60,home,AA,,0,5,0
1108,38,18892.0,5.5,3384.19,813,31042,3.33,36,other,AA,0.0,2,8,0
1109,44,126908.0,4.9,61623.09,649,9907,11.36,36,home,C,0.0,0,4,0
1110,35,33928.0,4.3,8069.06,634,17025,9.16,36,home,C,0.0,1,5,0
1111,41,33512.0,11.7,2091.78,561,15971,14.83,60,credit_card,D,1.0,0,5,0
1112,41,103017.0,0.4,14569.57,682,7539,11.74,36,other,B,0.0,0,5,1
1113,36,,,545.03,692,22411,6.16,60,car,B,0.0,2,10,0
1114,49,67275.0,11.0,11826.34,590,13021,11.51,36,car,D,0.0,2,8,0
1115,51,22627.0,3.6,6256.49,705,13844,11.48,36,credit_card,A,0.0,2,10,0
1116,48,16684.0,0.2,4103.87,749,27172,7.66,60,credit_card,A,0.0,0,9,0
1117,18,21977.0,1.8,9329.89,638,16086,8.85,60,debt_consolidation,C,,1,4,0
1118,51,41125.0,22.6,24215.82,680,29138,11.85,36,credit_card,B,1.0,2,3,0
1119,44,57430.0,4.8,11286.55,680,22099,10.95,36,home,B,0.0,2,8,0
1120,35,40924.0,1.5,9398.13,677,8022,12.05,60,home,B,0.0,1,9,0
1121,34,248689.0,2.7,57706.67,495,14191,18.68,36,credit_card,D,1.0,1,9,0
1122,40,29296.0,0.0,10855.82,552,10324,13.85,60,debt_consolidation,D,1.0,0,6,0
1123,40,45145.0,1.5,16988.38,788,8310,3.0,60,car,AA,1.0,2,6,0
1124,33,40736.0,0.9,5062.02,604,53242,13.21,36,home,C,0.0,1,5,0
1125,42,26807.0,6.0,10327.04,572,18970,11.79,36,home,D,0.0,0,5,0
1126,46,112310.0,18.5,13150.71,697,5196,10.05,36,credit_card,B,0.0,1,7,0
1127,38,56595.0,2.7,3972.63,684,4979,8.0,36,home,B,0.0,0,7,1
1128,18,60572.0,2.0,15028.53,704,3547,8.78,36,debt_consolidation,A,0.0,0,11,0
1129,25,,8.5,5229.6,850,37021,3.96,36,debt_consolidation,AA,0.0,0,10,0
1130,40,80264.0,11.7,37481.91,657,4032,10.59,36,other,B,0.0,1,10,0
1131,49,120702.0,3.8,70671.87,726,3574,6.9,60,home,A,1.0,2,14,0
1132,37,47662.0,1.0,20926.71,625,8431,10.68,60,home,C,2.0,2,8,0
1133,54,36130.0,0.3,5781.94,782,7218,6.86,36,home,AA,0.0,3,12,0
1134,24,100932.0,3.7,40243.62,759,6210,6.47,60,other,AA,,0,6,0
1135,53,17519.0,,8888.51,724,21268,6.55,60,other,A,0.0,1,6,0
1136,36,35051.0,4.3,21297.66,781,20368,7.13,60,other,AA,3.0,3,5,0
1137,54,19334.0,4.4,3366.24,627,11192,12.62,36,credit_card,C,2.0,3,9,1
1138,27,31806.0,0.3,21396.05,850,41462,3.0,36,credit_card,AA,2.0,1,7,0
1139,28,34743.0,9.6,6991.81,760,13350,6.52,36,other,AA,0.0,2,6,0
1140,37,44092.0,,12996.99,706,21038,7.22,60,debt_consolidation,A,1.0,0,7,0
1141,52,35860.0,0.5,4051.86,697,11425,10.49,36,other,B,0.0,1,6,0
1142,33,37389.0,12.7,4701.52,735,11652,6.68,36,home,A,0.0,0,9,0
1143,44,32561.0,24.5,3588.31,602,2372,10.49,36,home,C,0.0,1,4,1
1144,43,22289.0,1.5,4244.15,635,7405,11.51,36,car,C,1.0,0,6,0
1145,41,36073.0,1.9,10781.64,690,6916,12.61,60,car,B,1.0,0,5,0
1146,43,39412.0,2.3,18432.75,624,5771,12.16,60,car,C,1.0,1,6,0
1147,30,64209.0,0.8,7599.05,609,6329,12.95,60,other,C,1.0,1,4,1
1148,44,,2.5,9329.88,694,16645,8.67,60,other,B,1.0,1,4,1
1149,29,33460.0,5.0,17397.76,680,3250,10.34,60,credit_card,B,1.0,3,5,1
1150,45,32818.0,3.4,5454.95,634,3003,9.39,36,debt_consolidation,C,0.0,3,7,0
1151,24,56846.0,0.7,13084.1,649,12072,12.45,36,other,C,0.0,1,9,0
1152,44,21144.0,1.8,4530.53,666,7648,11.79,36,debt_consolidation,B,0.0,2,9,1
1153,39,33919.0,4.5,6267.51,527,8625,15.29,60,debt_consolidation,D,0.0,2,7,0
1154,56,,9.2,4653.97,729,6996,9.84,60,home,A,1.0,2,12,0
1155,38,33432.0,2.3,4555.09,694,99078,9.57,36,debt_consolidation,B,0.0,1,5,0
1156,49,70571.0,11.2,6206.48,699,11174,10.46,60,debt_consolidation,B,1.0,1,9,0
1157,44,50106.0,4.5,18458.98,616,17566,9.18,60,car,C,0.0,0,9,0
1158,33,37311.0,0.3,14094.14,642,16627,13.42,36,credit_card,C,1.0,0,5,0
1159,18,39176.0,0.4,7895.46,707,12530,10.23,36,debt_consolidation,A,1.0,3,10,0
1160,49,30008.0,0.5,11232.64,683,16696,10.82,36,home,B,0.0,1,5,0
1161,47,23453.0,21.2,8312.56,771,3216,5.69,60,car,AA,0.0,0,8,0
1162,56,22379.0,8.8,4395.21,719,4579,10.47,36,car,A,0.0,1,6,0
1163,50,89502.0,6.6,54996.02,721,10424,8.43,36,debt_consolidation,A,1.0,0,6,1
1164,52,171807.0,0.2,45157.94,551,19161,13.81,60,debt_consolidation,D,0.0,1,10,1
1165,50,15000.0,8.5,2875.41,714,1383,10.01,60,car,A,0.0,1,7,0
1166,43,18551.0,0.6,4400.05,721,10593,9.7,36,credit_card,A,0.0,2,9,1
1167,57,25767.0,0.7,12969.4,520,7962,15.16,36,credit_card,D,0.0,0,8,0
1168,34,34557.0,4.5,12960.74,587,9993,15.34,60,debt_consolidation,D,1.0,1,7,0
1169,37,,18.8,28439.0,715,20014,7.78,36,debt_consolidation,A,2.0,2,6,0
1170,43,19281.0,4.9,9469.91,704,24237,10.94,36,credit_card,A,1.0,1,6,0
1171,34,43591.0,1.6,11167.97,592,17102,11.77,60,debt_consolidation,D,0.0,0,7,0
1172,33,24946.0,0.2,15578.49,740,4972,7.29,36,car,A,0.0,2,6,1
1173,49,57326.0,0.9,39291.22,830,9650,6.66,36,credit_card,AA,0.0,1,7,0
1174,61,81438.0,4.2,12471.19,593,4007,12.24,36,debt_consolidation,D,0.0,1,9,0
1175,18,15000.0,1.6,4452.0,810,6217,8.15,36,home,AA,1.0,0,14,0
1176,41,27648.0,2.3,3976.81,652,2077,8.27,60,car,B,0.0,1,11,0
1177,75,151429.0,3.3,10120.56,780,62339,3.0,36,debt_consolidation,AA,0.0,0,5,0
1178,55,31788.0,,5865.04,703,23266,13.01,60,car,A,1.0,2,13,0
1179,44,77689.0,3.0,24236.47,630,64237,12.98,60,other,C,0.0,1,7,0
1180,41,32555.0,8.5,4473.71,579,24868,14.52,60,credit_card,D,0.0,0,11,1
1181,19,78832.0,13.2,32091.32,836,17267,9.51,36,other,AA,0.0,5,6,0
1182,30,38285.0,1.4,3963.71,731,9662,8.33,60,car,A,0.0,0,6,0
1183,45,20418.0,16.2,5167.3,726,3734,9.95,60,debt_consolidation,A,1.0,0,7,0
1184,48,,8.5,6357.94,483,18030,12.74,60,home,D,1.0,1,8,0
1185,40,101855.0,4.9,9502.15,591,12441,8.04,60,credit_card,D,1.0,0,7,0
1186,32,16963.0,3.2,9749.26,620,16800,12.7,60,debt_consolidation,C,2.0,4,3,1
1187,64,,3.2,6193.43,685,22540,9.2,36,debt_consolidation,B,0.0,0,5,0
1188,18,28348.0,2.9,3885.87,574,13663,13.11,60,car,D,0.0,0,8,0
1189,29,17199.0,0.7,3177.52,827,10549,5.63,60,credit_card,AA,0.0,2,8,0
1190,37,74602.0,5.1,2071.84,733,14689,6.53,36,other,A,0.0,0,9,0
1191,25,42495.0,6.5,22090.11,660,4312,10.1,36,debt_consolidation,B,,0,6,0
1192,53,63649.0,1.6,4780.5,815,38058,6.29,60,home,AA,0.0,0,6,1
1193,61,,2.8,16915.3,755,2823,6.83,60,debt_consolidation,AA,0.0,1,8,0
1194,25,21177.0,1.2,5195.14,635,13506,16.02,36,car,C,0.0,2,6,0
1195,36,142765.0,8.8,24103.47,643,15530,8.51,36,car,C,2.0,1,7,0
1196,67,29750.0,0.9,13233.77,699,29785,6.98,60,credit_card,B,0.0,1,8,0
1197,42,15000.0,7.7,10454.43,637,10957,11.49,60,home,C,2.0,0,7,0
1198,21,29881.0,13.4,5371.14,737,18481,7.64,60,home,A,1.0,2,8,0
1199,46,15000.0,3.9,8293.63,631,15089,11.66,36,home,C,0.0,1,9,1
1200,29,56181.0,2.7,14812.3,629,10667,9.44,60,other,C,1.0,0,6,0
1201,44,17311.0,3.8,3993.14,795,24900,6.43,36,debt_consolidation,AA,0.0,1,7,0
1202,51,,1.7,3003.08,608,9595,14.53,60,debt_consolidation,C,1.0,1,10,0
1203,39,34628.0,,5159.6,686,9314,9.55,60,debt_consolidation,B,0.0,4,7,0
1204,52,,2.5,14379.19,543,6355,11.79,36,credit_card,D,1.0,2,7,0
1205,20,15000.0,,7241.62,604,3446,11.47,36,credit_card,C,0.0,0,6,0
1206,34,15000.0,7.5,1655.95,579,6382,15.2,36,car,D,0.0,1,5,0
1207,41,,9.7,7401.88,610,5175,13.04,60,car,C,0.0,3,8,1
1208,35,15861.0,4.1,1057.46,722,11936,7.99,36,other,A,1.0,4,7,0
1209,38,24166.0,7.3,13429.39,830,7266,3.74,60,debt_consolidation,AA,0.0,1,6,0
1210,42,,0.8,5535.04,678,37863,8.43,36,other,B,1.0,2,8,0
1211,45,15000.0,3.6,2006.24,696,24674,8.96,60,car,B,,3,9,0
1212,40,108689.0,1.9,30962.89,626,15066,8.5,36,credit_card,C,1.0,1,9,0
1213,36,52347.0,7.6,26371.11,631,9936,16.42,36,other,C,1.0,2,6,0
1214,35,44140.0,7.9,13297.43,660,27964,12.05,36,other,B,0.0,1,10,0
1215,45,32255.0,8.4,8422.18,769,5196,5.76,60,home,AA,0.0,1,4,0
1216,46,56103.0,4.3,6964.11,599,25540,11.57,36,debt_consolidation,D,1.0,1,11,0
1217,29,45513.0,5.0,14847.0,570,10634,17.23,36,car,D,0.0,0,10,0
1218,57,31281.0,6.3,10857.9,654,53583,11.15,60,debt_consolidation,B,0.0,1,6,0
1219,45,37581.0,2.2,4601.54,682,13397,8.34,36,debt_consolidation,B,1.0,0,4,0
1220,47,115318.0,12.3,34264.74,660,7416,11.78,60,credit_card,B,0.0,0,6,0
1221,60,116392.0,0.6,27007.68,850,100000,4.67,36,debt_consolidation,AA,0.0,3,2,0
1222,30,72168.0,1.1,25612.52,732,14919,10.42,36,home,A,2.0,2,5,0
1223,45,115141.0,7.2,70990.79,729,12483,5.19,36,home,A,1.0,1,9,1
1224,31,19622.0,2.3,5214.99,704,27396,12.53,36,other,A,0.0,1,7,0
1225,53,15000.0,16.6,4350.14,690,10904,12.6,36,other,B,0.0,2,9,1
1226,36,70635.0,2.4,15890.04,605,16891,8.77,36,other,C,0.0,1,8,0
1227,48,15000.0,0.1,6317.25,648,11449,11.5,36,credit_card,C,,2,7,0
1228,73,133273.0,8.1,18727.97,713,24131,9.29,60,car,A,2.0,1,10,0
1229,52,42466.0,5.1,9156.06,632,27440,9.76,36,debt_consolidation,C,1.0,3,6,1
1230,42,21914.0,0.6,1722.88,807,21091,5.79,36,debt_consolidation,AA,0.0,0,9,0
1231,66,15186.0,,4697.77,714,8313,8.5,36,debt_consolidation,A,1.0,2,8,0
1232,28,17130.0,10.6,2749.04,669,3474,7.57,36,debt_consolidation,B,1.0,1,8,0
1233,37,23415.0,11.5,4985.21,695,3658,7.38,36,debt_consolidation,B,0.0,1,7,0
1234,41,83131.0,3.0,21027.29,634,14480,9.61,60,other,C,0.0,0,4,0
1235,32,127180.0,5.1,50341.57,630,28783,7.6,36,car,C,0.0,0,7,0
1236,37,,4.5,2135.67,801,17928,8.16,36,car,AA,1.0,1,3,0
1237,39,25061.0,1.7,8346.85,843,18741,9.65,60,debt_consolidation,AA,0.0,2,9,0
1238,47,56000.0,3.9,31349.36,766,32807,4.43,36,other,AA,1.0,2,11,1
1239,26,116218.0,12.3,11228.28,795,5497,4.67,36,credit_card,AA,0.0,1,4,0
1240,24,80733.0,2.3,14271.06,654,21282,10.29,60,debt_consolidation,B,1.0,2,6,1
1241,43,64536.0,7.6,15947.08,679,9470,6.52,60,debt_consolidation,B,1.0,1,8,0
1242,38,64734.0,9.2,14281.02,699,8387,11.93,36,credit_card,B,1.0,1,8,0
1243,42,50366.0,16.1,16938.44,634,8744,7.95,60,home,C,0.0,0,8,0
1244,52,15000.0,1.6,3999.31,692,33531,12.14,60,credit_card,B,0.0,1,7,0
1245,26,18445.0,3.9,7031.11,534,6243,15.3,36,other,D,1.0,1,11,0
1246,39,40795.0,17.0,11719.69,615,21802,13.53,36,other,C,0.0,2,11,0
1247,40,250000.0,0.7,64843.53,706,19429,10.69,60,debt_consolidation,A,0.0,0,7,0
1248,38,22308.0,3.6,11458.89,789,7136,8.25,36,home,AA,1.0,1,13,0
1249,33,20160.0,3.0,1897.39,759,15379,7.89,60,credit_card,AA,0.0,1,6,0
1250,28,,4.6,16660.09,657,23549,11.69,36,debt_consolidation,B,0.0,1,6,0
1251,18,26594.0,1.3,1786.51,616,12972,14.52,60,car,C,,0,9,0
1252,55,,0.5,1546.45,692,9151,9.98,60,credit_card,B,0.0,0,6,0
1253,43,70030.0,7.5,26361.4,613,12676,9.05,60,home,C,0.0,1,9,0
1254,30,15000.0,1.4,8013.44,638,13827,7.21,36,debt_consolidation,C,1.0,0,6,1
1255,49,,13.2,10236.15,756,29763,8.98,60,other,AA,1.0,0,5,0
1256,38,82160.0,8.6,49181.61,679,21588,7.26,60,other,B,0.0,0,6,1
1257,47,22469.0,9.0,2973.48,706,8194,6.13,60,car,A,0.0,0,4,0
1258,45,55233.0,2.5,8425.15,679,12503,12.17,36,other,B,0.0,2,8,0
1259,28,,2.4,28220.6,645,25875,6.41,60,credit_card,C,1.0,2,8,0
1260,25,28740.0,7.0,6928.91,775,14805,9.77,36,debt_consolidation,AA,1.0,0,6,0
1261,23,15000.0,4.6,3854.85,654,15523,9.56,36,car,B,3.0,1,3,0
1262,18,37020.0,12.1,15684.22,665,14990,11.07,36,credit_card,B,0.0,1,5,0
1263,43,41417.0,0.5,28547.77,639,58183,8.48,36,credit_card,C,1.0,1,10,1
1264,37,102741.0,2.1,43587.7,782,21200,6.2,36,car,AA,1.0,3,4,1
1265,30,,13.3,33493.16,659,16187,10.16,36,other,B,1.0,1,6,1
1266,65,,0.5,11058.85,634,5024,8.66,36,debt_consolidation,C,1.0,0,13,1
1267,36,20508.0,11.9,6144.84,657,5213,11.32,60,car,B,4.0,1,6,0
1268,74,51401.0,15.0,22339.55,596,15378,12.07,60,credit_card,D,0.0,0,7,0
1269,33,99006.0,9.4,33265.09,758,30166,8.21,36,debt_consolidation,AA,0.0,1,7,0
1270,35,15000.0,1.0,8060.39,711,9472,6.27,60,home,A,0.0,3,8,0
1271,55,94636.0,4.9,20375.7,539,26689,17.56,36,debt_consolidation,D,0.0,1,7,1
1272,43,36573.0,0.6,14740.22,738,2662,7.78,36,home,A,0.0,4,7,0
1273,49,54896.0,1.1,11893.72,813,15303,3.0,60,home,AA,0.0,0,6,0
1274,18,,0.2,38734.08,699,4896,6.89,60,debt_consolidation,B,0.0,0,6,0
1275,42,29325.0,5.0,10250.34,792,11769,3.0,36,credit_card,AA,2.0,1,8,0
1276,41,132759.0,0.8,14190.98,588,8073,10.82,36,debt_consolidation,D,0.0,0,9,0
1277,18,76297.0,1.9,15699.25,807,7197,9.05,36,debt_consolidation,AA,2.0,0,6,0
1278,45,16601.0,,6041.71,726,33472,10.07,36,debt_consolidation,A,0.0,0,5,0
1279,49,30596.0,1.0,14819.85,548,8884,15.14,36,debt_consolidation,D,0.0,0,6,0
1280,48,113355.0,1.4,58975.46,850,10795,7.19,60,car,AA,1.0,0,7,0
1281,28,65380.0,2.3,37533.97,800,17743,4.28,60,car,AA,0.0,1,6,0
1282,20,65090.0,13.5,11841.85,694,6790,9.05,60,credit_card,B,0.0,0,7,0
1283,25,47995.0,,5854.67,650,42707,10.06,36,other,C,2.0,0,6,0
1284,22,109397.0,8.5,69289.39,555,9320,9.98,36,debt_consolidation,D,0.0,2,10,0
1285,38,56739.0,0.3,6501.25,598,11158,9.81,60,debt_consolidation,D,0.0,0,11,0
1286,48,58167.0,0.7,2930.53,771,28028,6.09,36,debt_consolidation,AA,0.0,0,9,0
1287,22,23738.0,6.8,3175.83,708,9535,7.43,36,credit_card,A,1.0,1,10,0
1288,56,15983.0,10.9,616.09,748,6735,8.46,60,home,A,1.0,2,4,0
1289,25,39489.0,3.0,17449.2,635,13297,8.78,60,debt_consolidation,C,1.0,2,12,1
1290,27,23877.0,4.0,1568.33,527,29246,15.66,36,home,D,1.0,0,8,0
1291,40,34288.0,0.9,16503.56,719,42835,11.72,60,debt_consolidation,A,2.0,1,4,0
1292,52,15000.0,13.3,3057.28,643,21350,11.41,60,other,C,0.0,2,4,0
1293,41,101120.0,34.1,11347.47,688,25847,7.8,36,home,B,1.0,1,11,0
1294,46,51817.0,12.1,14614.47,798,16169,7.04,60,car,AA,2.0,0,10,0
1295,44,78705.0,1.9,18865.69,778,25766,5.73,60,car,AA,0.0,0,9,0
1296,53,70889.0,5.3,28285.78,838,9990,3.0,36,home,AA,0.0,1,7,0
1297,27,,2.0,14964.77,581,21644,14.76,36,other,D,0.0,1,6,1
1298,36,,5.0,15635.98,729,17760,9.79,60,home,A,1.0,0,6,0
1299,28,15000.0,0.7,4810.59,702,7326,8.33,36,credit_card,A,0.0,0,10,0
1300,53,,0.1,716.39,695,4868,9.55,36,debt_consolidation,B,1.0,3,8,0
1301,18,44161.0,0.4,11614.55,795,18609,9.52,36,debt_consolidation,AA,2.0,1,3,0
1302,31,15106.0,11.1,3187.17,721,21122,7.79,36,credit_card,A,1.0,1,7,0
1303,32,47085.0,0.0,22582.25,653,10783,8.38,36,credit_card,B,1.0,0,8,0
1304,33,62546.0,3.1,18514.7,669,7243,9.51,60,credit_card,B,1.0,1,3,0
1305,36,33393.0,11.2,17204.26,752,14812,9.88,36,car,AA,0.0,0,4,0
