transaction_id,amount,date,category,customer_type
1557,4.54,2023-01-04,Home,Regular
1558,17.65,2023-12-17,Home,Regular
1559,13.7,2023-07-08,Clothing,Regular
1560,78.71,2023-12-25,Books,Premium
1561,9.39,2023-01-22,Books,New
1562,82.19,2023-08-01,Clothing,Regular
1563,171.51,2023-05-08,Home,Regular
1564,76.27,2023-11-04,Electronics,New
1565,46.55,2023-05-12,Electronics,Premium
1566,10.12,2023-04-06,Clothing,Regular
1567,11.99,2023-11-10,Clothing,Regular
1568,148.35,2023-05-17,Clothing,Regular
1569,84.37,2023-01-07,Books,Regular
1570,31.6,2023-05-23,Home,Premium
1571,20.06,2023-08-27,Home,Premium
1572,2.91,2023-04-03,Clothing,Regular
1573,9.16,2023-06-07,Electronics,New
1574,328.23,2023-01-21,Books,New
1575,7.12,2023-08-03,Clothing,Regular
1576,41.57,2023-10-04,Books,Premium
1577,110.93,2023-05-31,Clothing,New
1578,7.35,2023-06-03,Books,New
1579,41.33,2023-02-02,Electronics,New
1580,102.05,2023-03-15,Electronics,Regular
1581,33.62,2023-02-26,Electronics,Premium
1582,1034.92,2023-06-25,Electronics,New
1583,4.47,2023-07-13,Home,New
1584,117.98,2023-12-13,Home,Regular
1585,26.91,2023-01-27,Books,Premium
1586,83.62,2023-08-07,Clothing,Premium
1587,56.24,2023-07-12,Home,Regular
1588,13.74,2023-07-08,Clothing,New
1589,43.59,2023-11-15,Books,Regular
1590,3.56,2023-03-17,Clothing,Premium
1591,68.3,2023-01-15,Electronics,Premium
1592,47.36,2023-09-03,Electronics,Regular
1593,71.26,2023-05-06,Home,Regular
1594,117.89,2023-01-07,Books,Premium
1595,51.48,2023-04-02,Home,Regular
1596,39.56,2023-04-23,Home,New
1597,11.5,2023-08-14,Home,Regular
1598,14.09,2023-03-04,Books,Premium
1599,137.56,2023-05-31,Electronics,Regular
1600,185.6,2023-06-26,Electronics,Premium
1601,24.89,2023-06-17,Home,Regular
1602,34.99,2023-12-22,Clothing,New
1603,11.18,2023-01-17,Electronics,New
1604,135.27,2023-12-14,Electronics,Premium
1605,73.59,2023-08-01,Books,Regular
1606,340.18,2023-10-18,Electronics,New
1607,11.54,2023-06-07,Electronics,Premium
1608,21.04,2023-06-15,Home,Regular
1609,43.72,2023-11-17,Home,Premium
1610,71.94,2023-11-24,Books,Regular
1611,25.56,2023-03-29,Books,New
1612,11.62,2023-03-14,Clothing,Regular
1613,95.36,2023-07-01,Electronics,Premium
1614,78.68,2023-11-25,Home,New
1615,11.03,2023-04-28,Home,Premium
1616,168.43,2023-08-26,Electronics,New
1617,134.86,2023-09-16,Books,Regular
1618,38.91,2023-10-12,Home,Regular
1619,36.43,2023-07-25,Books,Premium
1620,64.38,2023-05-27,Home,Regular
1621,11.77,2023-12-19,Home,Regular
1622,34.33,2023-08-12,Clothing,Premium
1623,2.5,2023-09-23,Home,New
1624,94.8,2023-05-06,Electronics,New
1625,5.08,2023-09-02,Electronics,New
1626,201.16,2023-04-05,Electronics,Regular
1627,22.28,2023-03-31,Books,Regular
1628,25.69,2023-09-18,Home,Premium
1629,15.59,2023-07-10,Books,Regular
1630,23.44,2023-09-07,Clothing,New
1631,181.68,2023-04-09,Home,Premium
1632,1.67,2023-08-07,Electronics,New
1633,153.29,2023-06-12,Clothing,Premium
1634,49.68,2023-08-06,Clothing,New
1635,7.78,2023-04-17,Home,New
1636,9.11,2023-09-19,Electronics,Regular
1637,247.56,2023-10-22,Books,New
1638,10.65,2023-04-05,Home,New
1639,8.3,2023-04-20,Electronics,Regular
1640,129.64,2023-08-30,Clothing,New
1641,49.71,2023-09-11,Home,New
1642,10.75,2023-09-14,Clothing,New
1643,42.95,2023-09-07,Electronics,Regular
1644,9.67,2023-05-24,Books,Regular
1645,124.09,2023-05-25,Books,New
1646,118.35,2023-04-04,Clothing,Regular
1647,62.7,2023-02-27,Clothing,Regular
1648,51.11,2023-09-10,Clothing,Regular
1649,274.08,2023-02-04,Home,Regular
1650,33.1,2023-12-09,Electronics,New
1651,8.02,2023-10-29,Clothing,Regular
1652,56.79,2023-11-09,Clothing,Premium
1653,404.74,2023-11-27,Clothing,Regular
1654,9.8,2023-05-30,Books,New
1655,21.46,2023-11-06,Clothing,New
1656,54.58,2023-02-27,Electronics,Premium
1657,31.04,2023-01-08,Books,Regular
1658,10.19,2023-10-14,Electronics,Regular
1659,127.26,2023-01-28,Books,New
1660,535.95,2023-12-27,Books,Premium
1661,41.9,2023-09-04,Home,New
1662,11.19,2023-10-03,Books,Regular
1663,5.16,2023-03-31,Books,Regular
1664,45.13,2023-09-03,Electronics,Regular
1665,124.54,2023-01-16,Electronics,New
1666,58.57,2023-11-02,Clothing,New
1667,33.02,2023-03-03,Home,Premium
1668,16.33,2023-09-12,Books,Regular
1669,8.93,2023-03-23,Home,Premium
1670,90.17,2023-01-25,Clothing,Regular
1671,99.14,2023-06-25,Home,Premium
1672,5.18,2023-03-03,Books,Premium
1673,223.14,2023-09-24,Electronics,Regular
1674,65.95,2023-03-28,Home,Regular
1675,177.6,2023-05-06,Books,Regular
1676,6.62,2023-07-27,Clothing,Regular
1677,6.43,2023-04-15,Books,Regular
1678,27.69,2023-05-18,Home,Premium
1679,60.54,2023-10-25,Books,New
1680,285.9,2023-03-07,Books,Regular
1681,77.27,2023-01-31,Home,Regular
1682,24.75,2023-04-30,Home,New
1683,9.66,2023-06-04,Clothing,Regular
1684,144.89,2023-07-18,Books,Premium
1685,10.41,2023-05-16,Electronics,Regular
1686,233.73,2023-10-16,Home,Premium
1687,23.54,2023-01-15,Books,Regular
1688,223.34,2023-06-07,Electronics,Regular
1689,74.79,2023-05-20,Electronics,Regular
1690,28.1,2023-08-25,Books,New
1691,17.76,2023-12-19,Books,Regular
1692,22.0,2023-07-06,Books,New
1693,55.37,2023-12-27,Electronics,Premium
1694,36.33,2023-04-21,Books,New
1695,16.24,2023-01-12,Home,New
1696,27.15,2023-03-02,Electronics,Regular
1697,36.39,2023-05-25,Home,Regular
1698,2.57,2023-04-26,Home,New
1699,57.39,2023-02-05,Books,New
1700,10.22,2023-06-07,Home,Premium
1701,8.3,2023-05-04,Books,Regular
1702,4.37,2023-02-14,Electronics,New
1703,3.85,2023-04-19,Home,Regular
1704,6.51,2023-11-20,Books,New
1705,14.14,2023-04-21,Clothing,New
1706,345.13,2023-09-18,Books,Premium
1707,17.62,2023-08-12,Clothing,Regular
1708,40.99,2023-06-05,Books,New
1709,53.55,2023-03-29,Clothing,Premium
1710,38.76,2023-05-15,Home,Regular
1711,30.18,2023-08-05,Clothing,New
1712,7.89,2023-05-09,Home,Regular
1713,188.88,2023-03-20,Home,Premium
1714,289.64,2023-02-12,Books,Regular
1715,4.4,2023-11-18,Home,Regular
1716,9.69,2023-06-10,Electronics,Regular
1717,23.67,2023-08-17,Clothing,Regular
1718,10.41,2023-06-28,Books,Regular
1719,60.77,2023-11-15,Home,Regular
1720,13.82,2023-07-19,Clothing,New
1721,445.0,2023-06-25,Clothing,Premium
1722,138.19,2023-12-04,Electronics,New
1723,42.74,2023-09-20,Clothing,Regular
1724,113.57,2023-02-10,Books,Regular
1725,124.85,2023-03-06,Books,Regular
1726,16.83,2023-10-15,Home,Regular
1727,12.44,2023-11-02,Home,Regular
1728,36.37,2023-07-18,Books,New
1729,93.13,2023-07-22,Clothing,Regular
1730,39.13,2023-08-19,Clothing,Premium
1731,4.99,2023-06-10,Electronics,Premium
1732,12.64,2023-09-06,Home,Regular
1733,30.3,2023-02-09,Clothing,Regular
1734,30.24,2023-12-17,Clothing,New
1735,353.21,2023-10-01,Home,Regular
1736,6.28,2023-08-19,Books,Regular
1737,60.75,2023-04-26,Clothing,New
1738,197.74,2023-02-28,Electronics,Premium
1739,505.6,2023-05-30,Clothing,Premium
1740,20.38,2023-08-30,Clothing,New
1741,59.72,2023-08-20,Electronics,Regular
1742,65.61,2023-05-20,Books,Regular
1743,41.87,2023-08-12,Electronics,New
1744,29.41,2023-10-25,Electronics,Regular
1745,55.88,2023-01-10,Home,Regular
1746,1.59,2023-06-14,Clothing,New
1747,75.07,2023-10-04,Books,Regular
1748,38.53,2023-07-19,Clothing,Premium
1749,25.36,2023-08-26,Books,Regular
1750,386.15,2023-07-08,Electronics,Regular
1751,14.73,2023-12-29,Home,Regular
1752,20.42,2023-01-20,Electronics,Premium
1753,361.36,2023-06-29,Clothing,Premium
1754,12.2,2023-02-03,Home,New
1755,17.11,2023-02-28,Home,Premium
1756,27.76,2023-05-20,Clothing,New
1757,90.82,2023-02-26,Books,New
1758,42.49,2023-12-18,Home,Regular
1759,7.02,2023-12-12,Books,Regular
1760,17.49,2023-05-03,Books,Regular
1761,15.98,2023-08-22,Books,Regular
1762,30.18,2023-07-14,Home,New
1763,55.2,2023-10-25,Electronics,New
1764,54.7,2023-08-18,Home,Regular
1765,3.93,2023-01-01,Electronics,New
1766,118.72,2023-10-06,Home,New
1767,44.84,2023-09-30,Electronics,New
1768,174.42,2023-07-06,Electronics,Premium
1769,56.43,2023-11-26,Home,Premium
1770,124.16,2023-11-28,Books,New
1771,57.97,2023-07-11,Books,New
1772,166.58,2023-08-10,Electronics,Regular
1773,61.97,2023-12-30,Clothing,Premium
1774,29.44,2023-04-20,Clothing,New
1775,506.19,2023-04-29,Home,Premium
1776,96.24,2023-03-08,Home,Regular
1777,65.92,2023-11-23,Home,Premium
1778,7.16,2023-09-29,Clothing,New
1779,7.06,2023-02-08,Books,Premium
1780,47.05,2023-12-25,Home,Regular
1781,39.43,2023-09-24,Home,Premium
1782,15.85,2023-11-07,Books,Regular
1783,39.22,2023-01-18,Electronics,Regular
1784,222.82,2023-07-04,Home,Premium
1785,76.29,2023-09-12,Clothing,Regular
1786,8.42,2023-07-18,Clothing,Regular
1787,28.97,2023-09-01,Home,Regular
1788,12.6,2023-10-26,Clothing,Regular
1789,20.8,2023-05-17,Books,Premium
1790,20.16,2023-11-06,Electronics,New
1791,18.67,2023-03-01,Electronics,Regular
1792,7.34,2023-04-09,Home,Premium
1793,28.41,2023-01-16,Home,Regular
1794,16.9,2023-05-14,Electronics,Premium
1795,0.98,2023-05-19,Electronics,Premium
1796,388.99,2023-10-21,Home,Regular
1797,122.31,2023-08-27,Clothing,Regular
1798,21.08,2023-06-09,Home,Premium
1799,33.87,2023-08-27,Books,Premium
1800,8.12,2023-01-20,Home,Premium
1801,253.37,2023-03-07,Home,New
1802,322.71,2023-08-17,Home,New
1803,39.97,2023-08-23,Home,Regular
1804,113.1,2023-10-10,Home,Regular
1805,40.87,2023-05-28,Home,Regular
1806,6.66,2023-09-21,Clothing,New
1807,20.2,2023-09-07,Home,Regular
1808,38.8,2023-12-18,Electronics,Regular
1809,19.19,2023-03-20,Home,Premium
1810,25.47,2023-07-21,Clothing,Premium
1811,29.68,2023-08-08,Books,Regular
1812,30.05,2023-12-31,Electronics,Regular
1813,35.26,2023-03-15,Home,Regular
1814,9.27,2023-07-10,Home,Regular
1815,14.01,2023-05-07,Electronics,Regular
1816,7.09,2023-07-11,Home,Regular
1817,107.06,2023-03-26,Clothing,New
1818,2.65,2023-01-18,Home,Regular
1819,132.2,2023-07-28,Books,New
1820,174.8,2023-05-03,Clothing,New
1821,23.04,2023-03-08,Home,Regular
1822,1.46,2023-04-29,Books,New
1823,21.47,2023-01-18,Electronics,Regular
1824,30.66,2023-12-13,Clothing,New
1825,9.85,2023-08-01,Home,Regular
1826,17.85,2023-10-25,Home,Premium
1827,207.73,2023-06-04,Electronics,Regular
1828,73.55,2023-11-26,Electronics,Regular
1829,10.92,2023-06-26,Clothing,Premium
1830,4.87,2023-07-29,Clothing,Regular
1831,22.37,2023-06-29,Clothing,New
1832,25.63,2023-09-25,Home,New
1833,60.07,2023-07-26,Home,Regular
1834,17.42,2023-04-10,Clothing,Regular
1835,61.18,2023-02-23,Home,New
1836,337.71,2023-08-10,Electronics,Premium
1837,88.11,2023-06-28,Books,New
1838,31.26,2023-02-05,Home,Premium
1839,26.58,2023-05-25,Clothing,Premium
1840,21.58,2023-07-07,Home,Premium
1841,136.56,2023-10-29,Electronics,Premium
1842,15.6,2023-01-28,Clothing,New
1843,34.96,2023-05-08,Books,Regular
1844,35.21,2023-10-28,Clothing,New
1845,18.14,2023-08-25,Clothing,Premium
1846,6.38,2023-04-16,Clothing,Regular
1847,48.79,2023-11-05,Home,Regular
1848,30.78,2023-06-30,Books,Premium
1849,60.36,2023-07-01,Electronics,New
1850,17.46,2023-12-23,Home,New
1851,143.31,2023-12-12,Books,Regular
1852,11.56,2023-05-11,Books,Regular
1853,258.38,2023-02-21,Home,Regular
1854,4.07,2023-04-29,Clothing,Regular
1855,55.8,2023-01-12,Books,Premium
1856,58.59,2023-01-08,Electronics,New
1857,12.75,2023-05-25,Home,Regular
1858,55.11,2023-12-10,Books,Regular
1859,153.76,2023-11-15,Electronics,Regular
1860,2.32,2023-07-06,Electronics,Regular
1861,60.54,2023-07-26,Electronics,New
1862,1.66,2023-01-03,Electronics,New
1863,10.39,2023-03-20,Home,New
1864,233.92,2023-01-10,Electronics,Regular
1865,16.48,2023-10-03,Home,New
1866,8.1,2023-02-23,Electronics,Regular
1867,26.11,2023-11-14,Electronics,New
1868,396.03,2023-08-23,Home,Regular
1869,3.68,2023-03-25,Clothing,Premium
1870,9.38,2023-02-27,Books,Regular
1871,199.72,2023-08-18,Books,Regular
1872,307.74,2023-11-25,Home,Premium
1873,29.25,2023-09-20,Electronics,Regular
1874,7.49,2023-05-08,Home,Premium
1875,409.53,2023-08-03,Electronics,New
1876,224.38,2023-04-24,Home,Premium
1877,74.79,2023-12-31,Books,Regular
1878,12.49,2023-10-01,Home,New
1879,31.22,2023-08-13,Books,Premium
1880,27.32,2023-06-04,Books,Premium
1881,49.26,2023-08-14,Books,Regular
1882,188.9,2023-05-05,Home,Premium
1883,95.14,2023-01-11,Clothing,New
1884,9.09,2023-05-25,Home,Regular
1885,172.74,2023-12-06,Home,New
1886,48.22,2023-08-17,Clothing,New
1887,75.53,2023-01-31,Clothing,Regular
1888,192.45,2023-11-20,Books,Regular
1889,8.72,2023-04-09,Electronics,New
1890,31.72,2023-03-30,Electronics,Regular
1891,17.5,2023-04-19,Books,New
1892,5.05,2023-07-30,Home,Regular
1893,50.2,2023-07-18,Electronics,New
1894,674.43,2023-06-29,Home,Premium
1895,3.64,2023-09-19,Clothing,New
1896,31.86,2023-04-26,Clothing,Regular
1897,71.43,2023-10-13,Books,New
1898,38.39,2023-03-05,Home,Regular
1899,28.91,2023-10-13,Books,New
1900,6.97,2023-08-31,Electronics,Regular
1901,43.79,2023-09-07,Electronics,Regular
1902,13.35,2023-06-25,Electronics,Premium
1903,2.39,2023-09-01,Home,New
1904,138.87,2023-01-30,Books,Premium
1905,104.59,2023-11-07,Books,New
1906,35.23,2023-01-21,Electronics,New
1907,43.59,2023-02-24,Books,New
1908,120.2,2023-07-30,Clothing,New
1909,43.35,2023-09-27,Clothing,Regular
1910,97.99,2023-01-28,Clothing,Premium
1911,23.17,2023-12-03,Clothing,New
1912,159.87,2023-12-22,Books,Regular
1913,48.66,2023-08-10,Clothing,Regular
1914,41.8,2023-06-25,Clothing,Regular
1915,7.21,2023-09-28,Clothing,Regular
1916,46.73,2023-04-30,Clothing,Premium
1917,12.2,2023-06-30,Clothing,New
1918,15.4,2023-12-01,Home,Regular
1919,12.45,2023-12-15,Home,New
1920,9.21,2023-12-05,Clothing,Regular
1921,424.0,2023-04-06,Clothing,Regular
1922,163.63,2023-03-26,Books,Regular
1923,331.77,2023-04-19,Clothing,New
1924,7.63,2023-06-11,Electronics,New
1925,36.07,2023-04-25,Home,New
1926,7.01,2023-05-17,Clothing,Premium
1927,14.37,2023-08-15,Home,New
1928,11.0,2023-10-06,Clothing,Regular
1929,146.57,2023-09-26,Electronics,New
1930,20.58,2023-10-25,Clothing,Premium
1931,119.35,2023-01-12,Home,Regular
1932,68.37,2023-01-18,Home,New
1933,525.51,2023-10-16,Home,Premium
1934,5.61,2023-07-14,Books,New
1935,150.07,2023-07-31,Home,Regular
1936,131.07,2023-01-20,Clothing,Regular
1937,10.3,2023-04-04,Electronics,Regular
1938,110.89,2023-08-21,Electronics,Premium
1939,49.57,2023-11-10,Clothing,Premium
1940,25.2,2023-12-01,Books,Premium
1941,12.32,2023-07-02,Clothing,Premium
1942,13.97,2023-07-19,Home,Regular
1943,387.52,2023-11-01,Books,New
1944,33.14,2023-07-16,Clothing,Regular
1945,84.65,2023-07-08,Books,Regular
1946,12.82,2023-11-27,Electronics,New
1947,12.99,2023-10-16,Clothing,Regular
1948,121.31,2023-11-28,Clothing,Premium
1949,6.56,2023-03-21,Electronics,New
1950,20.12,2023-07-11,Books,Premium
1951,34.5,2023-11-04,Electronics,Regular
1952,37.85,2023-02-10,Books,New
1953,26.71,2023-10-18,Clothing,Premium
1954,53.25,2023-03-08,Books,Premium
1955,76.05,2023-10-22,Books,New
1956,79.96,2023-08-12,Home,Regular
1957,10.15,2023-03-12,Home,Regular
1958,23.55,2023-06-22,Home,Premium
1959,138.89,2023-09-06,Electronics,New
1960,96.89,2023-08-20,Electronics,New
1961,6.38,2023-06-05,Home,Regular
1962,50.49,2023-11-25,Clothing,Regular
1963,3.08,2023-07-09,Clothing,Regular
1964,35.03,2023-07-04,Clothing,Premium
1965,322.89,2023-01-23,Electronics,Premium
1966,10.62,2023-12-03,Books,Premium
1967,12.17,2023-03-06,Electronics,New
1968,82.83,2023-07-12,Home,Premium
1969,5.2,2023-10-21,Books,Regular
1970,15.5,2023-03-20,Clothing,New
1971,67.74,2023-07-12,Electronics,Regular
1972,15.47,2023-03-29,Electronics,New
1973,24.95,2023-10-05,Home,Regular
1974,80.88,2023-07-25,Clothing,Regular
1975,54.92,2023-11-09,Electronics,Regular
1976,45.61,2023-11-23,Electronics,New
1977,22.04,2023-08-25,Books,Regular
1978,51.63,2023-09-22,Electronics,New
1979,28.55,2023-07-20,Books,Premium
1980,57.36,2023-05-21,Electronics,Regular
1981,18.24,2023-08-25,Clothing,New
1982,26.6,2023-11-28,Home,New
1983,10.1,2023-06-02,Clothing,Regular
1984,31.75,2023-04-25,Home,Regular
1985,12.51,2023-05-22,Electronics,Regular
1986,8.7,2023-06-08,Clothing,New
1987,45.17,2023-01-27,Books,Regular
1988,42.75,2023-07-01,Home,New
1989,84.73,2023-06-30,Home,Regular
1990,19.74,2023-08-03,Electronics,Premium
1991,54.04,2023-05-13,Home,Regular
1992,64.13,2023-08-12,Home,New
1993,56.47,2023-11-17,Home,Premium
1994,12.3,2023-12-15,Electronics,New
1995,39.62,2023-08-02,Clothing,Regular
1996,51.26,2023-01-16,Electronics,Regular
1997,33.4,2023-12-20,Books,New
1998,2.71,2023-09-15,Home,New
1999,40.15,2023-05-03,Home,New
2000,471.08,2023-02-23,Clothing,Premium
2001,21.5,2023-02-22,Home,Premium
2002,13.82,2023-03-03,Clothing,Regular
2003,51.83,2023-01-17,Home,New
2004,48.18,2023-11-26,Home,Premium
2005,138.56,2023-07-17,Electronics,Regular
2006,7.32,2023-09-13,Electronics,Regular
2007,79.65,2023-10-30,Books,Regular
2008,67.26,2023-10-16,Clothing,Regular
2009,27.92,2023-11-19,Books,Regular
2010,49.72,2023-12-20,Electronics,Regular
2011,113.9,2023-06-10,Clothing,Regular
2012,94.33,2023-12-13,Electronics,Premium
2013,8.4,2023-09-22,Clothing,Regular
2014,88.61,2023-01-26,Home,Regular
2015,30.64,2023-09-06,Books,New
2016,36.14,2023-09-08,Books,Regular
2017,36.16,2023-11-27,Clothing,New
2018,27.65,2023-05-17,Books,New
2019,138.39,2023-08-02,Electronics,Premium
2020,29.95,2023-01-05,Books,New
2021,8.64,2023-05-02,Clothing,Regular
2022,20.65,2023-01-23,Books,Premium
2023,41.04,2023-07-10,Books,Regular
2024,144.76,2023-10-26,Electronics,New
2025,68.29,2023-03-17,Home,Regular
2026,11.93,2023-07-12,Electronics,Premium
2027,653.43,2023-03-16,Books,Regular
2028,45.5,2023-02-14,Books,Regular
2029,153.0,2023-07-06,Home,Regular
2030,27.6,2023-01-29,Home,Regular
2031,62.8,2023-08-03,Electronics,Regular
2032,90.68,2023-01-12,Home,Regular
2033,142.86,2023-02-08,Electronics,Regular
2034,117.78,2023-07-20,Clothing,Regular
2035,94.31,2023-08-04,Books,New
2036,22.69,2023-01-11,Home,New
2037,16.67,2023-07-29,Clothing,Regular
2038,49.36,2023-11-03,Clothing,Regular
2039,101.47,2023-09-21,Electronics,Regular
2040,25.35,2023-02-17,Electronics,Regular
2041,118.89,2023-08-05,Home,Regular
2042,189.26,2023-09-03,Electronics,Premium
2043,11.03,2023-01-14,Clothing,Regular
2044,12.13,2023-11-09,Clothing,Regular
2045,27.98,2023-11-27,Books,Regular
2046,47.9,2023-11-07,Clothing,Regular
2047,17.65,2023-10-28,Home,Premium
2048,167.78,2023-09-29,Books,New
2049,55.09,2023-08-20,Electronics,Regular
2050,34.72,2023-09-05,Books,New
2051,5.91,2023-10-22,Clothing,New
2052,6.83,2023-08-30,Home,Regular
2053,46.4,2023-04-30,Electronics,New
2054,2.56,2023-05-18,Electronics,Regular
2055,111.63,2023-11-24,Clothing,Premium
2056,27.39,2023-01-07,Home,Premium
2057,1622.48,2023-09-13,Clothing,New
2058,528.21,2023-12-15,Clothing,Regular
2059,26.64,2023-09-15,Home,Premium
2060,29.15,2023-12-29,Clothing,New
2061,109.37,2023-09-08,Home,Regular
2062,255.65,2023-01-13,Home,Premium
2063,4.64,2023-10-29,Clothing,New
2064,3.88,2023-04-14,Clothing,Premium
2065,15.7,2023-06-12,Books,Regular
2066,66.64,2023-04-24,Electronics,New
2067,60.11,2023-04-09,Electronics,Regular
2068,119.55,2023-06-07,Home,Regular
2069,7.85,2023-05-19,Books,New
2070,2.06,2023-08-20,Home,Regular
2071,92.72,2023-10-24,Books,Regular
2072,12.26,2023-04-19,Home,Regular
2073,2.94,2023-03-20,Electronics,New
2074,39.41,2023-09-01,Books,Premium
2075,85.78,2023-09-02,Clothing,Regular
2076,28.6,2023-11-25,Clothing,Premium
2077,19.12,2023-01-06,Electronics,Premium
2078,27.35,2023-11-08,Books,Regular
2079,21.23,2023-07-10,Clothing,New
2080,6.57,2023-08-15,Clothing,Premium
2081,14.05,2023-02-03,Clothing,Regular
2082,61.9,2023-06-07,Electronics,New
2083,48.72,2023-03-24,Home,Regular
2084,40.51,2023-04-03,Clothing,New
2085,10.03,2023-07-03,Clothing,New
2086,26.63,2023-10-24,Home,Regular
2087,2.43,2023-09-29,Clothing,New
2088,41.02,2023-08-04,Books,Premium
2089,183.94,2023-07-16,Clothing,Premium
2090,5.65,2023-06-05,Home,Regular
2091,16.39,2023-12-22,Electronics,New
2092,49.15,2023-07-24,Electronics,Regular
2093,148.92,2023-04-03,Books,Regular
2094,19.34,2023-03-25,Clothing,Regular
2095,14.43,2023-08-12,Clothing,New
2096,3.12,2023-07-10,Home,Regular
2097,37.49,2023-01-03,Home,Regular
2098,383.94,2023-10-30,Books,Premium
2099,46.19,2023-09-15,Books,Premium
2100,32.24,2023-08-30,Clothing,Regular
2101,48.74,2023-01-26,Clothing,Regular
2102,32.68,2023-05-13,Books,New
2103,12.48,2023-12-08,Electronics,New
2104,88.94,2023-11-11,Electronics,Premium
2105,43.42,2023-04-15,Electronics,Regular
2106,33.82,2023-02-27,Electronics,New
2107,10.27,2023-06-13,Books,Regular
2108,158.26,2023-05-10,Home,Premium
2109,73.53,2023-09-07,Electronics,Regular
2110,17.06,2023-12-19,Books,New
2111,110.19,2023-05-13,Electronics,Premium
2112,18.23,2023-01-23,Clothing,Regular
2113,12.96,2023-11-24,Electronics,Regular
2114,13.31,2023-01-14,Books,New
2115,3.95,2023-12-14,Clothing,Premium
2116,58.31,2023-08-31,Clothing,Premium
2117,3.68,2023-12-10,Electronics,Regular
2118,7.58,2023-03-14,Electronics,New
2119,2.74,2023-01-15,Clothing,Regular
2120,29.87,2023-06-28,Home,New
2121,27.65,2023-06-14,Books,New
2122,22.38,2023-05-01,Books,Regular
2123,9.48,2023-12-16,Books,New
2124,8.11,2023-10-28,Books,Premium
2125,57.81,2023-08-30,Books,New
2126,17.1,2023-03-01,Clothing,Regular
2127,48.41,2023-09-26,Books,New
2128,11.45,2023-09-23,Home,Regular
2129,41.15,2023-06-05,Home,New
2130,158.21,2023-12-04,Electronics,Regular
2131,66.91,2023-03-02,Electronics,Regular
2132,20.19,2023-04-08,Electronics,Premium
2133,45.09,2023-01-24,Electronics,Regular
2134,24.81,2023-10-18,Clothing,New
2135,33.43,2023-08-15,Home,New
2136,22.4,2023-04-25,Clothing,Regular
2137,27.19,2023-03-01,Home,New
2138,42.71,2023-01-15,Clothing,Regular
2139,10.05,2023-03-02,Home,Premium
2140,9.79,2023-06-15,Electronics,Premium
2141,6.26,2023-04-01,Home,Premium
2142,4.85,2023-04-05,Electronics,Premium
2143,7.68,2023-11-16,Home,Regular
2144,40.1,2023-07-08,Clothing,Regular
2145,11.34,2023-09-24,Books,Regular
2146,61.33,2023-01-14,Home,Premium
2147,34.52,2023-05-14,Clothing,New
2148,3.12,2023-06-24,Books,Regular
2149,72.67,2023-03-10,Clothing,New
2150,87.62,2023-02-13,Books,New
2151,10.05,2023-11-14,Electronics,Regular
2152,54.83,2023-12-09,Home,Regular
2153,11.85,2023-01-29,Clothing,Regular
2154,37.23,2023-05-08,Home,Regular
2155,7.26,2023-12-16,Electronics,Regular
2156,3.85,2023-01-31,Electronics,New
2157,20.92,2023-08-23,Home,Regular
2158,28.55,2023-12-21,Clothing,Premium
2159,20.55,2023-12-24,Clothing,Regular
2160,8.0,2023-06-21,Clothing,Regular
2161,20.49,2023-03-01,Home,Regular
2162,45.75,2023-03-15,Clothing,Premium
2163,31.38,2023-11-21,Clothing,Regular
2164,41.22,2023-11-29,Books,New
2165,14.82,2023-08-10,Clothing,Premium
2166,135.11,2023-10-07,Electronics,Premium
2167,8.07,2023-09-28,Clothing,Regular
2168,59.45,2023-08-30,Home,Regular
2169,136.77,2023-10-29,Home,Regular
2170,58.97,2023-09-08,Clothing,Regular
2171,25.97,2023-07-14,Home,Regular
2172,17.57,2023-03-28,Home,Premium
2173,114.81,2023-09-29,Clothing,Premium
2174,6.0,2023-06-22,Books,Regular
2175,10.34,2023-04-18,Books,Premium
2176,20.55,2023-10-20,Books,New
2177,146.23,2023-09-12,Books,New
2178,52.23,2023-12-09,Electronics,Regular
2179,10.36,2023-03-02,Clothing,Regular
2180,22.82,2023-08-25,Home,New
2181,15.84,2023-03-31,Home,Regular
2182,14.13,2023-11-26,Clothing,New
2183,107.2,2023-02-06,Home,Regular
2184,6.38,2023-08-28,Electronics,Premium
2185,228.27,2023-10-16,Books,Regular
2186,89.47,2023-05-10,Clothing,Regular
2187,122.61,2023-12-15,Home,Premium
2188,19.0,2023-11-07,Electronics,Regular
2189,27.66,2023-04-18,Home,Premium
2190,5.93,2023-01-03,Electronics,Regular
2191,17.64,2023-04-19,Home,Premium
2192,59.88,2023-04-13,Books,Premium
2193,156.85,2023-11-21,Clothing,Regular
2194,8.77,2023-12-19,Books,Regular
2195,21.36,2023-01-26,Books,Regular
2196,27.62,2023-06-22,Home,Regular
2197,6.2,2023-07-20,Books,Regular
2198,67.33,2023-02-03,Clothing,Regular
2199,13.89,2023-05-18,Electronics,Regular
2200,26.19,2023-04-26,Electronics,Regular
2201,19.25,2023-07-15,Home,Premium
2202,12.84,2023-08-30,Clothing,Regular
2203,32.84,2023-09-14,Clothing,New
2204,25.57,2023-02-19,Electronics,New
2205,21.2,2023-10-24,Electronics,New
2206,13.82,2023-09-05,Books,New
2207,48.59,2023-11-21,Home,New
2208,240.89,2023-06-14,Electronics,Regular
2209,39.17,2023-11-23,Electronics,Premium
